"","pos_code","Node","Species","Life_Stage","Hydraulic","TimePeriod","position","Overall_Class_Year","sp_code","ClassOrder","Check_Class"
"45","11101250_ROB","11101250","SAS","Adult","Depth","Annual","ROB","Partial","SAS_Adult","2","Low"
"46","11101250_ROB","11101250","SAS","Fry","Depth","critical","ROB","Low","SAS_Fry","1","Low"
"47","11101250_ROB","11101250","SAS","Fry","Velocity","critical","ROB","Low","SAS_Fry","1","Low"
"48","11101250_ROB","11101250","Santa Ana Sucker","Juvenile","Velocity","summer","ROB","Low","Santa Ana Sucker_Juvenile","1","Low"
"49","11101250_ROB","11101250","Typha","Seedling","Depth","critical","ROB","Low","Typha_Seedling","1","Low"
"50","11101250_ROB","11101250","Willow","Seedling","Shear","critical","ROB","Low","Willow_Seedling","1","Low"
"51","11101250_ROB","11101250","Willow","Seedling","Depth","critical","ROB","Low","Willow_Seedling","1","Low"
"52","11101250_ROB","11101250","Steelhead","Migration","Velocity","critical","ROB","High","Steelhead_Migration","3","Low"
"53","11101250_ROB","11101250","Steelhead","Migration","Depth","critical","ROB","Low","Steelhead_Migration","1","Low"
"54","11101250_ROB","11101250","Typha","Adult","Depth","Annual","ROB","Low","Typha_Adult","1","Low"
"55","11101250_ROB","11101250","Typha","Adult","Velocity","Annual","ROB","High","Typha_Adult","3","Low"
"56","11101250_ROB","11101250","Willow","Adult","StreamPower","Annual","ROB","High","Willow_Adult","3","High"
"57","11101250_ROB","11101250","Willow","Germination","Depth","critical","ROB","Low","Willow_Germination","1","Low"
"58","F300_LOB","F300","SAS","Adult","Depth","Annual","LOB","Partial","SAS_Adult","2","Low"
"59","F300_LOB","F300","SAS","Adult","Velocity","Annual","LOB","Low","SAS_Adult","1","Low"
"60","F300_LOB","F300","SAS","Fry","Velocity","critical","LOB","Low","SAS_Fry","1","Low"
"61","F300_LOB","F300","SAS","Fry","Depth","critical","LOB","Low","SAS_Fry","1","Low"
"62","F300_LOB","F300","Willow","Seedling","Shear","critical","LOB","Low","Willow_Seedling","1","Low"
"63","F300_LOB","F300","Willow","Seedling","Depth","critical","LOB","Low","Willow_Seedling","1","Low"
"64","F300_LOB","F300","SAS","Juvenile","Depth","critical","LOB","Partial","SAS_Juvenile","2","Partial"
"65","F300_LOB","F300","Cladophora","Adult","Velocity","critical","LOB","Low","Cladophora_Adult","1","Low"
"66","F300_LOB","F300","Cladophora","Adult","Depth","critical","LOB","Low","Cladophora_Adult","1","Low"
"67","F300_LOB","F300","Cladophora","Adult","Shear Stress","critical","LOB","High","Cladophora_Adult","3","Low"
"68","F300_LOB","F300","Typha","Adult","Depth","Annual","LOB","Low","Typha_Adult","1","Low"
"69","F300_LOB","F300","Typha","Adult","Velocity","Annual","LOB","High","Typha_Adult","3","Low"
"70","F300_LOB","F300","Steelhead","Smolts","Depth","critical","LOB","Low","Steelhead_Smolts","1","Low"
"71","F300_LOB","F300","Willow","Adult","StreamPower","Annual","LOB","High","Willow_Adult","3","High"
"72","F300_LOB","F300","Steelhead","Migration","Depth","critical","LOB","Low","Steelhead_Migration","1","Low"
"73","F300_LOB","F300","Steelhead","Migration","Velocity","critical","LOB","High","Steelhead_Migration","3","Low"
"74","F300_LOB","F300","Typha","Seedling","Depth","critical","LOB","Low","Typha_Seedling","1","Low"
"75","F300_LOB","F300","Santa Ana Sucker","Juvenile","Velocity","summer","LOB","Low","Santa Ana Sucker_Juvenile","1","Low"
"76","F300_LOB","F300","Willow","Germination","Depth","critical","LOB","Low","Willow_Germination","1","Low"
"77","F300_MC","F300","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"78","F300_MC","F300","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"79","F300_MC","F300","Willow","Seedling","Shear","critical","MC","High","Willow_Seedling","3","High"
"80","F300_MC","F300","Willow","Seedling","Depth","critical","MC","High","Willow_Seedling","3","High"
"81","F300_MC","F300","Cladophora","Adult","Velocity","critical","MC","High","Cladophora_Adult","3","High"
"82","F300_MC","F300","Cladophora","Adult","Shear Stress","critical","MC","High","Cladophora_Adult","3","High"
"83","F300_MC","F300","Cladophora","Adult","Depth","critical","MC","High","Cladophora_Adult","3","High"
"84","F300_MC","F300","Steelhead","Migration","Velocity","critical","MC","High","Steelhead_Migration","3","High"
"85","F300_MC","F300","Steelhead","Migration","Depth","critical","MC","High","Steelhead_Migration","3","High"
"86","F300_MC","F300","SAS","Adult","Depth","Annual","MC","Partial","SAS_Adult","2","Partial"
"87","F300_MC","F300","SAS","Adult","Velocity","Annual","MC","Partial","SAS_Adult","2","Partial"
"88","F300_MC","F300","SAS","Juvenile","Depth","critical","MC","Partial","SAS_Juvenile","2","Partial"
"89","F300_MC","F300","Typha","Adult","Depth","Annual","MC","Partial","Typha_Adult","2","Partial"
"90","F300_MC","F300","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Partial"
"91","F300_MC","F300","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"92","F300_MC","F300","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"93","F300_MC","F300","Steelhead","Smolts","Depth","critical","MC","High","Steelhead_Smolts","3","High"
"94","F300_MC","F300","Santa Ana Sucker","Juvenile","Velocity","summer","MC","Partial","Santa Ana Sucker_Juvenile","2","Partial"
"95","F300_MC","F300","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"96","F300_ROB","F300","Santa Ana Sucker","Juvenile","Velocity","summer","ROB","Low","Santa Ana Sucker_Juvenile","1","Low"
"97","F300_ROB","F300","Cladophora","Adult","Shear Stress","critical","ROB","High","Cladophora_Adult","3","Low"
"98","F300_ROB","F300","Cladophora","Adult","Velocity","critical","ROB","Low","Cladophora_Adult","1","Low"
"99","F300_ROB","F300","Cladophora","Adult","Depth","critical","ROB","Low","Cladophora_Adult","1","Low"
"100","F300_ROB","F300","SAS","Adult","Depth","Annual","ROB","Partial","SAS_Adult","2","Low"
"101","F300_ROB","F300","SAS","Adult","Velocity","Annual","ROB","Low","SAS_Adult","1","Low"
"102","F300_ROB","F300","Steelhead","Smolts","Depth","critical","ROB","Low","Steelhead_Smolts","1","Low"
"103","F300_ROB","F300","Willow","Seedling","Shear","critical","ROB","Low","Willow_Seedling","1","Low"
"104","F300_ROB","F300","Willow","Seedling","Depth","critical","ROB","Low","Willow_Seedling","1","Low"
"105","F300_ROB","F300","SAS","Fry","Depth","critical","ROB","Low","SAS_Fry","1","Low"
"106","F300_ROB","F300","SAS","Fry","Velocity","critical","ROB","Low","SAS_Fry","1","Low"
"107","F300_ROB","F300","Steelhead","Migration","Depth","critical","ROB","Low","Steelhead_Migration","1","Low"
"108","F300_ROB","F300","Steelhead","Migration","Velocity","critical","ROB","High","Steelhead_Migration","3","Low"
"109","F300_ROB","F300","Typha","Adult","Velocity","Annual","ROB","High","Typha_Adult","3","Low"
"110","F300_ROB","F300","Typha","Adult","Depth","Annual","ROB","Low","Typha_Adult","1","Low"
"111","F300_ROB","F300","SAS","Juvenile","Depth","critical","ROB","Partial","SAS_Juvenile","2","Partial"
"112","F300_ROB","F300","Willow","Germination","Depth","critical","ROB","Low","Willow_Germination","1","Low"
"113","F300_ROB","F300","Willow","Adult","StreamPower","Annual","ROB","High","Willow_Adult","3","High"
"114","F300_ROB","F300","Typha","Seedling","Depth","critical","ROB","Low","Typha_Seedling","1","Low"
"115","F319_MC","F319","Willow","Seedling","Shear","critical","MC","High","Willow_Seedling","3","High"
"116","F319_MC","F319","Willow","Seedling","Depth","critical","MC","High","Willow_Seedling","3","High"
"117","F319_MC","F319","Cladophora","Adult","Shear Stress","critical","MC","High","Cladophora_Adult","3","Partial"
"118","F319_MC","F319","Cladophora","Adult","Velocity","critical","MC","Partial","Cladophora_Adult","2","Partial"
"119","F319_MC","F319","Cladophora","Adult","Depth","critical","MC","High","Cladophora_Adult","3","Partial"
"120","F319_MC","F319","Steelhead","Migration","Depth","critical","MC","High","Steelhead_Migration","3","High"
"121","F319_MC","F319","Steelhead","Migration","Velocity","critical","MC","High","Steelhead_Migration","3","High"
"122","F319_MC","F319","SAS","Adult","Depth","Annual","MC","High","SAS_Adult","3","Partial"
"123","F319_MC","F319","SAS","Adult","Velocity","Annual","MC","Partial","SAS_Adult","2","Partial"
"124","F319_MC","F319","SAS","Juvenile","Depth","critical","MC","High","SAS_Juvenile","3","High"
"125","F319_MC","F319","Typha","Adult","Depth","Annual","MC","High","Typha_Adult","3","Partial"
"126","F319_MC","F319","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Partial"
"127","F319_MC","F319","Santa Ana Sucker","Juvenile","Velocity","summer","MC","Partial","Santa Ana Sucker_Juvenile","2","Partial"
"128","F319_MC","F319","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"129","F319_MC","F319","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"130","F319_MC","F319","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"131","F319_MC","F319","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"132","F319_MC","F319","Steelhead","Smolts","Depth","critical","MC","High","Steelhead_Smolts","3","High"
"133","F319_MC","F319","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"134","F34D_MC","F34D","Willow","Seedling","Shear","critical","MC","Low","Willow_Seedling","1","Low"
"135","F34D_MC","F34D","Willow","Seedling","Depth","critical","MC","High","Willow_Seedling","3","Low"
"136","F34D_MC","F34D","Santa Ana Sucker","Juvenile","Velocity","summer","MC","High","Santa Ana Sucker_Juvenile","3","High"
"137","F34D_MC","F34D","Steelhead","Migration","Depth","critical","MC","High","Steelhead_Migration","3","High"
"138","F34D_MC","F34D","Steelhead","Migration","Velocity","critical","MC","High","Steelhead_Migration","3","High"
"139","F34D_MC","F34D","Cladophora","Adult","Depth","critical","MC","High","Cladophora_Adult","3","High"
"140","F34D_MC","F34D","Cladophora","Adult","Shear Stress","critical","MC","High","Cladophora_Adult","3","High"
"141","F34D_MC","F34D","Cladophora","Adult","Velocity","critical","MC","High","Cladophora_Adult","3","High"
"142","F34D_MC","F34D","Steelhead","Smolts","Depth","critical","MC","High","Steelhead_Smolts","3","High"
"143","F34D_MC","F34D","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"144","F34D_MC","F34D","SAS","Adult","Depth","Annual","MC","High","SAS_Adult","3","Partial"
"145","F34D_MC","F34D","SAS","Adult","Velocity","Annual","MC","Partial","SAS_Adult","2","Partial"
"146","F34D_MC","F34D","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Partial"
"147","F34D_MC","F34D","Typha","Adult","Depth","Annual","MC","High","Typha_Adult","3","Partial"
"148","F34D_MC","F34D","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"149","F34D_MC","F34D","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"150","F34D_MC","F34D","SAS","Juvenile","Depth","critical","MC","High","SAS_Juvenile","3","High"
"151","F34D_MC","F34D","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"152","F34D_MC","F34D","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"153","F37BHigh_MC","F37BHigh","Steelhead","Migration","Depth","critical","MC","Low","Steelhead_Migration","1","Low"
"154","F37BHigh_MC","F37BHigh","Steelhead","Migration","Velocity","critical","MC","Partial","Steelhead_Migration","2","Low"
"155","F37BHigh_MC","F37BHigh","SAS","Adult","Velocity","Annual","MC","Low","SAS_Adult","1","Low"
"156","F37BHigh_MC","F37BHigh","SAS","Adult","Depth","Annual","MC","Partial","SAS_Adult","2","Low"
"157","F37BHigh_MC","F37BHigh","Willow","Seedling","Depth","critical","MC","Low","Willow_Seedling","1","Low"
"158","F37BHigh_MC","F37BHigh","Willow","Seedling","Shear","critical","MC","Low","Willow_Seedling","1","Low"
"159","F37BHigh_MC","F37BHigh","Steelhead","Smolts","Depth","critical","MC","Low","Steelhead_Smolts","1","Low"
"160","F37BHigh_MC","F37BHigh","Santa Ana Sucker","Juvenile","Velocity","summer","MC","Low","Santa Ana Sucker_Juvenile","1","Low"
"161","F37BHigh_MC","F37BHigh","Cladophora","Adult","Depth","critical","MC","Partial","Cladophora_Adult","2","Low"
"162","F37BHigh_MC","F37BHigh","Cladophora","Adult","Shear Stress","critical","MC","Low","Cladophora_Adult","1","Low"
"163","F37BHigh_MC","F37BHigh","Cladophora","Adult","Velocity","critical","MC","Low","Cladophora_Adult","1","Low"
"164","F37BHigh_MC","F37BHigh","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"165","F37BHigh_MC","F37BHigh","Typha","Adult","Depth","Annual","MC","Partial","Typha_Adult","2","Partial"
"166","F37BHigh_MC","F37BHigh","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Partial"
"167","F37BHigh_MC","F37BHigh","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"168","F37BHigh_MC","F37BHigh","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"169","F37BHigh_MC","F37BHigh","SAS","Juvenile","Depth","critical","MC","Partial","SAS_Juvenile","2","Partial"
"170","F37BHigh_MC","F37BHigh","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"171","F37BHigh_MC","F37BHigh","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"172","F37BLow_LOB","F37BLow","SAS","Adult","Velocity","Annual","LOB","Partial","SAS_Adult","2","Partial"
"173","F37BLow_LOB","F37BLow","SAS","Adult","Depth","Annual","LOB","Partial","SAS_Adult","2","Partial"
"174","F37BLow_LOB","F37BLow","Willow","Seedling","Shear","critical","LOB","Low","Willow_Seedling","1","Low"
"175","F37BLow_LOB","F37BLow","Willow","Seedling","Depth","critical","LOB","Low","Willow_Seedling","1","Low"
"176","F37BLow_LOB","F37BLow","Cladophora","Adult","Depth","critical","LOB","Low","Cladophora_Adult","1","Low"
"177","F37BLow_LOB","F37BLow","Cladophora","Adult","Velocity","critical","LOB","Low","Cladophora_Adult","1","Low"
"178","F37BLow_LOB","F37BLow","Cladophora","Adult","Shear Stress","critical","LOB","Partial","Cladophora_Adult","2","Low"
"179","F37BLow_LOB","F37BLow","Steelhead","Migration","Depth","critical","LOB","Low","Steelhead_Migration","1","Low"
"180","F37BLow_LOB","F37BLow","Steelhead","Migration","Velocity","critical","LOB","Partial","Steelhead_Migration","2","Low"
"181","F37BLow_LOB","F37BLow","Steelhead","Smolts","Depth","critical","LOB","Low","Steelhead_Smolts","1","Low"
"182","F37BLow_LOB","F37BLow","SAS","Juvenile","Depth","critical","LOB","Partial","SAS_Juvenile","2","Partial"
"183","F37BLow_LOB","F37BLow","Willow","Germination","Depth","critical","LOB","Low","Willow_Germination","1","Low"
"184","F37BLow_LOB","F37BLow","Willow","Adult","StreamPower","Annual","LOB","High","Willow_Adult","3","High"
"185","F37BLow_LOB","F37BLow","Typha","Seedling","Depth","critical","LOB","Low","Typha_Seedling","1","Low"
"186","F37BLow_LOB","F37BLow","SAS","Fry","Velocity","critical","LOB","Partial","SAS_Fry","2","Low"
"187","F37BLow_LOB","F37BLow","SAS","Fry","Depth","critical","LOB","Low","SAS_Fry","1","Low"
"188","F37BLow_LOB","F37BLow","Santa Ana Sucker","Juvenile","Velocity","summer","LOB","Low","Santa Ana Sucker_Juvenile","1","Low"
"189","F37BLow_LOB","F37BLow","Typha","Adult","Velocity","Annual","LOB","Low","Typha_Adult","1","Low"
"190","F37BLow_LOB","F37BLow","Typha","Adult","Depth","Annual","LOB","Low","Typha_Adult","1","Low"
"191","F37BLow_MC","F37BLow","SAS","Fry","Velocity","critical","MC","Partial","SAS_Fry","2","Low"
"192","F37BLow_MC","F37BLow","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"193","F37BLow_MC","F37BLow","Willow","Seedling","Depth","critical","MC","Low","Willow_Seedling","1","Low"
"194","F37BLow_MC","F37BLow","Willow","Seedling","Shear","critical","MC","Low","Willow_Seedling","1","Low"
"195","F37BLow_MC","F37BLow","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"196","F37BLow_MC","F37BLow","Cladophora","Adult","Depth","critical","MC","Low","Cladophora_Adult","1","Low"
"197","F37BLow_MC","F37BLow","Cladophora","Adult","Velocity","critical","MC","Low","Cladophora_Adult","1","Low"
"198","F37BLow_MC","F37BLow","Cladophora","Adult","Shear Stress","critical","MC","Partial","Cladophora_Adult","2","Low"
"199","F37BLow_MC","F37BLow","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"200","F37BLow_MC","F37BLow","Santa Ana Sucker","Juvenile","Velocity","summer","MC","Partial","Santa Ana Sucker_Juvenile","2","Partial"
"201","F37BLow_MC","F37BLow","SAS","Adult","Velocity","Annual","MC","Partial","SAS_Adult","2","Partial"
"202","F37BLow_MC","F37BLow","SAS","Adult","Depth","Annual","MC","Partial","SAS_Adult","2","Partial"
"203","F37BLow_MC","F37BLow","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"204","F37BLow_MC","F37BLow","Typha","Adult","Velocity","Annual","MC","Low","Typha_Adult","1","Low"
"205","F37BLow_MC","F37BLow","Typha","Adult","Depth","Annual","MC","Low","Typha_Adult","1","Low"
"206","F37BLow_MC","F37BLow","Steelhead","Migration","Depth","critical","MC","Low","Steelhead_Migration","1","Low"
"207","F37BLow_MC","F37BLow","Steelhead","Migration","Velocity","critical","MC","Partial","Steelhead_Migration","2","Low"
"208","F37BLow_MC","F37BLow","SAS","Juvenile","Depth","critical","MC","Partial","SAS_Juvenile","2","Partial"
"209","F37BLow_MC","F37BLow","Steelhead","Smolts","Depth","critical","MC","Low","Steelhead_Smolts","1","Low"
"210","F37BLow_ROB","F37BLow","Willow","Seedling","Shear","critical","ROB","Low","Willow_Seedling","1","Low"
"211","F37BLow_ROB","F37BLow","Willow","Seedling","Depth","critical","ROB","Low","Willow_Seedling","1","Low"
"212","F37BLow_ROB","F37BLow","Willow","Germination","Depth","critical","ROB","Low","Willow_Germination","1","Low"
"213","F37BLow_ROB","F37BLow","SAS","Fry","Velocity","critical","ROB","Low","SAS_Fry","1","Low"
"214","F37BLow_ROB","F37BLow","SAS","Fry","Depth","critical","ROB","Low","SAS_Fry","1","Low"
"215","F37BLow_ROB","F37BLow","Cladophora","Adult","Shear Stress","critical","ROB","Partial","Cladophora_Adult","2","Low"
"216","F37BLow_ROB","F37BLow","Cladophora","Adult","Depth","critical","ROB","High","Cladophora_Adult","3","Low"
"217","F37BLow_ROB","F37BLow","Cladophora","Adult","Velocity","critical","ROB","Low","Cladophora_Adult","1","Low"
"218","F37BLow_ROB","F37BLow","SAS","Adult","Velocity","Annual","ROB","Partial","SAS_Adult","2","Partial"
"219","F37BLow_ROB","F37BLow","SAS","Adult","Depth","Annual","ROB","Partial","SAS_Adult","2","Partial"
"220","F37BLow_ROB","F37BLow","Steelhead","Migration","Velocity","critical","ROB","Partial","Steelhead_Migration","2","Low"
"221","F37BLow_ROB","F37BLow","Steelhead","Migration","Depth","critical","ROB","Low","Steelhead_Migration","1","Low"
"222","F37BLow_ROB","F37BLow","Willow","Adult","StreamPower","Annual","ROB","High","Willow_Adult","3","High"
"223","F37BLow_ROB","F37BLow","Typha","Adult","Depth","Annual","ROB","Partial","Typha_Adult","2","Partial"
"224","F37BLow_ROB","F37BLow","Typha","Adult","Velocity","Annual","ROB","High","Typha_Adult","3","Partial"
"225","F37BLow_ROB","F37BLow","Steelhead","Smolts","Depth","critical","ROB","Partial","Steelhead_Smolts","2","Partial"
"226","F37BLow_ROB","F37BLow","Santa Ana Sucker","Juvenile","Velocity","summer","ROB","Low","Santa Ana Sucker_Juvenile","1","Low"
"227","F37BLow_ROB","F37BLow","Typha","Seedling","Depth","critical","ROB","Partial","Typha_Seedling","2","Partial"
"228","F37BLow_ROB","F37BLow","SAS","Juvenile","Depth","critical","ROB","Partial","SAS_Juvenile","2","Partial"
"229","F45B_MC","F45B","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"230","F45B_MC","F45B","SAS","Fry","Velocity","critical","MC","Partial","SAS_Fry","2","Low"
"231","F45B_MC","F45B","Willow","Seedling","Depth","critical","MC","Low","Willow_Seedling","1","Low"
"232","F45B_MC","F45B","Willow","Seedling","Shear","critical","MC","Low","Willow_Seedling","1","Low"
"233","F45B_MC","F45B","SAS","Adult","Velocity","Annual","MC","Partial","SAS_Adult","2","Partial"
"234","F45B_MC","F45B","SAS","Adult","Depth","Annual","MC","Partial","SAS_Adult","2","Partial"
"235","F45B_MC","F45B","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"236","F45B_MC","F45B","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"237","F45B_MC","F45B","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"238","F45B_MC","F45B","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Low"
"239","F45B_MC","F45B","Typha","Adult","Depth","Annual","MC","Low","Typha_Adult","1","Low"
"240","F45B_MC","F45B","Cladophora","Adult","Shear Stress","critical","MC","Low","Cladophora_Adult","1","Low"
"241","F45B_MC","F45B","Cladophora","Adult","Depth","critical","MC","Low","Cladophora_Adult","1","Low"
"242","F45B_MC","F45B","Cladophora","Adult","Velocity","critical","MC","Low","Cladophora_Adult","1","Low"
"243","F45B_MC","F45B","SAS","Juvenile","Depth","critical","MC","Partial","SAS_Juvenile","2","Partial"
"244","F45B_MC","F45B","Santa Ana Sucker","Juvenile","Velocity","summer","MC","Low","Santa Ana Sucker_Juvenile","1","Low"
"245","F45B_MC","F45B","Steelhead","Migration","Depth","critical","MC","Low","Steelhead_Migration","1","Low"
"246","F45B_MC","F45B","Steelhead","Migration","Velocity","critical","MC","Low","Steelhead_Migration","1","Low"
"247","F45B_MC","F45B","Steelhead","Smolts","Depth","critical","MC","Low","Steelhead_Smolts","1","Low"
"248","F57C_LOB","F57C","Typha","Seedling","Depth","critical","LOB","Low","Typha_Seedling","1","Low"
"249","F57C_LOB","F57C","SAS","Fry","Velocity","critical","LOB","Low","SAS_Fry","1","Low"
"250","F57C_LOB","F57C","SAS","Fry","Depth","critical","LOB","Low","SAS_Fry","1","Low"
"251","F57C_LOB","F57C","Willow","Seedling","Depth","critical","LOB","High","Willow_Seedling","3","High"
"252","F57C_LOB","F57C","Willow","Seedling","Shear","critical","LOB","High","Willow_Seedling","3","High"
"253","F57C_LOB","F57C","Steelhead","Migration","Depth","critical","LOB","High","Steelhead_Migration","3","High"
"254","F57C_LOB","F57C","Steelhead","Migration","Velocity","critical","LOB","High","Steelhead_Migration","3","High"
"255","F57C_LOB","F57C","Santa Ana Sucker","Juvenile","Velocity","summer","LOB","High","Santa Ana Sucker_Juvenile","3","High"
