"","pos_code","Node","Species","Life_Stage","Hydraulic","TimePeriod","position","Overall_Class","sp_code","ClassOrder","Check_Class"
"37","11101250_MC","11101250","SAS","Adult","Depth","Annual","MC","High","SAS_Adult","3","Low"
"38","11101250_MC","11101250","SAS","Adult","Velocity","Annual","MC","Low","SAS_Adult","1","Low"
"39","11101250_ROB","11101250","SAS","Fry","Velocity","critical","ROB","Partial","SAS_Fry","2","Low"
"40","11101250_ROB","11101250","SAS","Fry","Depth","critical","ROB","Low","SAS_Fry","1","Low"
"41","11101250_ROB","11101250","Cladophora","Adult","Shear Stress","critical","ROB","Low","Cladophora_Adult","1","Low"
"42","11101250_ROB","11101250","Cladophora","Adult","Velocity","critical","ROB","Low","Cladophora_Adult","1","Low"
"43","11101250_ROB","11101250","Cladophora","Adult","Depth","critical","ROB","Low","Cladophora_Adult","1","Low"
"44","11101250_ROB","11101250","Steelhead","Migration","Depth","critical","ROB","Low","Steelhead_Migration","1","Low"
"45","11101250_ROB","11101250","Steelhead","Migration","Velocity","critical","ROB","Partial","Steelhead_Migration","2","Low"
"46","11101250_ROB","11101250","Steelhead","Smolts","Velocity","critical","ROB","Partial","Steelhead_Smolts","2","Low"
"47","11101250_ROB","11101250","Steelhead","Smolts","Depth","critical","ROB","Low","Steelhead_Smolts","1","Low"
"48","11101250_ROB","11101250","SAS","Adult","Velocity","Annual","ROB","Low","SAS_Adult","1","Low"
"49","11101250_ROB","11101250","SAS","Adult","Depth","Annual","ROB","Partial","SAS_Adult","2","Low"
"50","11101250_ROB","11101250","Willow","Seedling","Depth","critical","ROB","High","Willow_Seedling","3","High"
"51","11101250_ROB","11101250","Willow","Seedling","Shear","critical","ROB","High","Willow_Seedling","3","High"
"52","11101250_ROB","11101250","Santa Ana Sucker","Juvenile","Velocity","summer","ROB","Low","Santa Ana Sucker_Juvenile","1","Low"
"53","11101250_ROB","11101250","Typha","Seedling","Depth","critical","ROB","Low","Typha_Seedling","1","Low"
"54","11101250_ROB","11101250","Willow","Adult","StreamPower","Annual","ROB","Low","Willow_Adult","1","Low"
"55","11101250_ROB","11101250","Typha","Adult","Velocity","Annual","ROB","High","Typha_Adult","3","Low"
"56","11101250_ROB","11101250","Typha","Adult","Depth","Annual","ROB","Low","Typha_Adult","1","Low"
"57","11101250_ROB","11101250","Willow","Germination","Depth","critical","ROB","Low","Willow_Germination","1","Low"
"58","F300_LOB","F300","SAS","Fry","Depth","critical","LOB","High","SAS_Fry","3","Low"
"59","F300_LOB","F300","SAS","Fry","Velocity","critical","LOB","Low","SAS_Fry","1","Low"
"60","F300_LOB","F300","Cladophora","Adult","Velocity","critical","LOB","Low","Cladophora_Adult","1","Low"
"61","F300_LOB","F300","Cladophora","Adult","Shear Stress","critical","LOB","High","Cladophora_Adult","3","Low"
"62","F300_LOB","F300","Cladophora","Adult","Depth","critical","LOB","High","Cladophora_Adult","3","Low"
"63","F300_LOB","F300","SAS","Adult","Depth","Annual","LOB","Partial","SAS_Adult","2","Partial"
"64","F300_LOB","F300","SAS","Adult","Velocity","Annual","LOB","Partial","SAS_Adult","2","Partial"
"65","F300_LOB","F300","Steelhead","Migration","Depth","critical","LOB","Low","Steelhead_Migration","1","Low"
"66","F300_LOB","F300","Steelhead","Migration","Velocity","critical","LOB","High","Steelhead_Migration","3","Low"
"67","F300_LOB","F300","Typha","Adult","Velocity","Annual","LOB","Partial","Typha_Adult","2","Partial"
"68","F300_LOB","F300","Typha","Adult","Depth","Annual","LOB","Partial","Typha_Adult","2","Partial"
"69","F300_LOB","F300","Typha","Seedling","Depth","critical","LOB","Partial","Typha_Seedling","2","Partial"
"70","F300_LOB","F300","Steelhead","Smolts","Velocity","critical","LOB","High","Steelhead_Smolts","3","Low"
"71","F300_LOB","F300","Steelhead","Smolts","Depth","critical","LOB","Low","Steelhead_Smolts","1","Low"
"72","F300_LOB","F300","Willow","Seedling","Depth","critical","LOB","High","Willow_Seedling","3","Partial"
"73","F300_LOB","F300","Willow","Seedling","Shear","critical","LOB","Partial","Willow_Seedling","2","Partial"
"74","F300_LOB","F300","Santa Ana Sucker","Juvenile","Velocity","summer","LOB","Partial","Santa Ana Sucker_Juvenile","2","Partial"
"75","F300_LOB","F300","Willow","Adult","StreamPower","Annual","LOB","Low","Willow_Adult","1","Low"
"76","F300_LOB","F300","Willow","Germination","Depth","critical","LOB","Low","Willow_Germination","1","Low"
"77","F300_MC","F300","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"78","F300_MC","F300","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"79","F300_MC","F300","Cladophora","Adult","Depth","critical","MC","High","Cladophora_Adult","3","High"
"80","F300_MC","F300","Cladophora","Adult","Velocity","critical","MC","High","Cladophora_Adult","3","High"
"81","F300_MC","F300","Cladophora","Adult","Shear Stress","critical","MC","High","Cladophora_Adult","3","High"
"82","F300_MC","F300","Steelhead","Smolts","Depth","critical","MC","High","Steelhead_Smolts","3","Low"
"83","F300_MC","F300","Steelhead","Smolts","Velocity","critical","MC","Low","Steelhead_Smolts","1","Low"
"84","F300_MC","F300","Steelhead","Migration","Depth","critical","MC","High","Steelhead_Migration","3","High"
"85","F300_MC","F300","Steelhead","Migration","Velocity","critical","MC","High","Steelhead_Migration","3","High"
"86","F300_MC","F300","SAS","Adult","Depth","Annual","MC","High","SAS_Adult","3","Partial"
"87","F300_MC","F300","SAS","Adult","Velocity","Annual","MC","Partial","SAS_Adult","2","Partial"
"88","F300_MC","F300","Santa Ana Sucker","Juvenile","Velocity","summer","MC","Partial","Santa Ana Sucker_Juvenile","2","Partial"
"89","F300_MC","F300","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Partial"
"90","F300_MC","F300","Typha","Adult","Depth","Annual","MC","High","Typha_Adult","3","Partial"
"91","F300_MC","F300","Willow","Seedling","Depth","critical","MC","Partial","Willow_Seedling","2","Partial"
"92","F300_MC","F300","Willow","Seedling","Shear","critical","MC","Partial","Willow_Seedling","2","Partial"
"93","F300_MC","F300","Willow","Adult","StreamPower","Annual","MC","Low","Willow_Adult","1","Low"
"94","F300_MC","F300","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"95","F300_MC","F300","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"96","F300_ROB","F300","Cladophora","Adult","Velocity","critical","ROB","Low","Cladophora_Adult","1","Low"
"97","F300_ROB","F300","Cladophora","Adult","Shear Stress","critical","ROB","High","Cladophora_Adult","3","Low"
"98","F300_ROB","F300","Cladophora","Adult","Depth","critical","ROB","High","Cladophora_Adult","3","Low"
"99","F300_ROB","F300","SAS","Fry","Depth","critical","ROB","High","SAS_Fry","3","Low"
"100","F300_ROB","F300","SAS","Fry","Velocity","critical","ROB","Low","SAS_Fry","1","Low"
"101","F300_ROB","F300","SAS","Adult","Depth","Annual","ROB","Partial","SAS_Adult","2","Partial"
"102","F300_ROB","F300","SAS","Adult","Velocity","Annual","ROB","Partial","SAS_Adult","2","Partial"
"103","F300_ROB","F300","Steelhead","Migration","Depth","critical","ROB","Low","Steelhead_Migration","1","Low"
"104","F300_ROB","F300","Steelhead","Migration","Velocity","critical","ROB","High","Steelhead_Migration","3","Low"
"105","F300_ROB","F300","Santa Ana Sucker","Juvenile","Velocity","summer","ROB","Partial","Santa Ana Sucker_Juvenile","2","Partial"
"106","F300_ROB","F300","Steelhead","Smolts","Depth","critical","ROB","Low","Steelhead_Smolts","1","Low"
"107","F300_ROB","F300","Steelhead","Smolts","Velocity","critical","ROB","High","Steelhead_Smolts","3","Low"
"108","F300_ROB","F300","Typha","Adult","Velocity","Annual","ROB","Partial","Typha_Adult","2","Partial"
"109","F300_ROB","F300","Typha","Adult","Depth","Annual","ROB","Partial","Typha_Adult","2","Partial"
"110","F300_ROB","F300","Willow","Germination","Depth","critical","ROB","Low","Willow_Germination","1","Low"
"111","F300_ROB","F300","Typha","Seedling","Depth","critical","ROB","Partial","Typha_Seedling","2","Partial"
"112","F300_ROB","F300","Willow","Seedling","Depth","critical","ROB","High","Willow_Seedling","3","Partial"
"113","F300_ROB","F300","Willow","Seedling","Shear","critical","ROB","Partial","Willow_Seedling","2","Partial"
"114","F300_ROB","F300","Willow","Adult","StreamPower","Annual","ROB","Low","Willow_Adult","1","Low"
"115","F319_LOB","F319","SAS","Fry","Depth","critical","LOB","Low","SAS_Fry","1","Low"
"116","F319_LOB","F319","SAS","Fry","Velocity","critical","LOB","Low","SAS_Fry","1","Low"
"117","F319_LOB","F319","Santa Ana Sucker","Juvenile","Velocity","summer","LOB","Low","Santa Ana Sucker_Juvenile","1","Low"
"118","F319_LOB","F319","Cladophora","Adult","Velocity","critical","LOB","Low","Cladophora_Adult","1","Low"
"119","F319_LOB","F319","Cladophora","Adult","Depth","critical","LOB","High","Cladophora_Adult","3","Low"
"120","F319_LOB","F319","Cladophora","Adult","Shear Stress","critical","LOB","Low","Cladophora_Adult","1","Low"
"121","F319_LOB","F319","SAS","Adult","Depth","Annual","LOB","Partial","SAS_Adult","2","Low"
"122","F319_LOB","F319","SAS","Adult","Velocity","Annual","LOB","Low","SAS_Adult","1","Low"
"123","F319_LOB","F319","Steelhead","Migration","Depth","critical","LOB","High","Steelhead_Migration","3","Low"
"124","F319_LOB","F319","Steelhead","Migration","Velocity","critical","LOB","Low","Steelhead_Migration","1","Low"
"125","F319_LOB","F319","Typha","Seedling","Depth","critical","LOB","Low","Typha_Seedling","1","Low"
"126","F319_LOB","F319","Steelhead","Smolts","Depth","critical","LOB","High","Steelhead_Smolts","3","Low"
"127","F319_LOB","F319","Steelhead","Smolts","Velocity","critical","LOB","Low","Steelhead_Smolts","1","Low"
"128","F319_LOB","F319","Willow","Seedling","Shear","critical","LOB","High","Willow_Seedling","3","High"
"129","F319_LOB","F319","Willow","Seedling","Depth","critical","LOB","High","Willow_Seedling","3","High"
"130","F319_LOB","F319","Willow","Adult","StreamPower","Annual","LOB","Low","Willow_Adult","1","Low"
"131","F319_LOB","F319","Typha","Adult","Velocity","Annual","LOB","High","Typha_Adult","3","Low"
"132","F319_LOB","F319","Typha","Adult","Depth","Annual","LOB","Low","Typha_Adult","1","Low"
"133","F319_LOB","F319","Willow","Germination","Depth","critical","LOB","Low","Willow_Germination","1","Low"
"134","F319_MC","F319","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"135","F319_MC","F319","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"136","F319_MC","F319","Cladophora","Adult","Depth","critical","MC","High","Cladophora_Adult","3","Partial"
"137","F319_MC","F319","Cladophora","Adult","Velocity","critical","MC","Partial","Cladophora_Adult","2","Partial"
"138","F319_MC","F319","Cladophora","Adult","Shear Stress","critical","MC","High","Cladophora_Adult","3","Partial"
"139","F319_MC","F319","Santa Ana Sucker","Juvenile","Velocity","summer","MC","High","Santa Ana Sucker_Juvenile","3","High"
"140","F319_MC","F319","Steelhead","Migration","Depth","critical","MC","Low","Steelhead_Migration","1","Low"
"141","F319_MC","F319","Steelhead","Migration","Velocity","critical","MC","High","Steelhead_Migration","3","Low"
"142","F319_MC","F319","SAS","Adult","Velocity","Annual","MC","High","SAS_Adult","3","Partial"
"143","F319_MC","F319","SAS","Adult","Depth","Annual","MC","Partial","SAS_Adult","2","Partial"
"144","F319_MC","F319","Steelhead","Smolts","Velocity","critical","MC","Partial","Steelhead_Smolts","2","Low"
"145","F319_MC","F319","Steelhead","Smolts","Depth","critical","MC","Low","Steelhead_Smolts","1","Low"
"146","F319_MC","F319","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Partial"
"147","F319_MC","F319","Typha","Adult","Depth","Annual","MC","Partial","Typha_Adult","2","Partial"
"148","F319_MC","F319","Typha","Seedling","Depth","critical","MC","Partial","Typha_Seedling","2","Partial"
"149","F319_MC","F319","Willow","Seedling","Depth","critical","MC","High","Willow_Seedling","3","High"
"150","F319_MC","F319","Willow","Seedling","Shear","critical","MC","High","Willow_Seedling","3","High"
"151","F319_MC","F319","Willow","Adult","StreamPower","Annual","MC","Low","Willow_Adult","1","Low"
"152","F319_MC","F319","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"153","F319_ROB","F319","Cladophora","Adult","Depth","critical","ROB","High","Cladophora_Adult","3","Low"
"154","F319_ROB","F319","Cladophora","Adult","Shear Stress","critical","ROB","Low","Cladophora_Adult","1","Low"
"155","F319_ROB","F319","Cladophora","Adult","Velocity","critical","ROB","Low","Cladophora_Adult","1","Low"
"156","F319_ROB","F319","SAS","Fry","Depth","critical","ROB","Low","SAS_Fry","1","Low"
"157","F319_ROB","F319","SAS","Fry","Velocity","critical","ROB","Low","SAS_Fry","1","Low"
"158","F319_ROB","F319","SAS","Adult","Depth","Annual","ROB","Partial","SAS_Adult","2","Low"
"159","F319_ROB","F319","SAS","Adult","Velocity","Annual","ROB","Low","SAS_Adult","1","Low"
"160","F319_ROB","F319","Steelhead","Migration","Depth","critical","ROB","High","Steelhead_Migration","3","Low"
"161","F319_ROB","F319","Steelhead","Migration","Velocity","critical","ROB","Low","Steelhead_Migration","1","Low"
"162","F319_ROB","F319","Santa Ana Sucker","Juvenile","Velocity","summer","ROB","Low","Santa Ana Sucker_Juvenile","1","Low"
"163","F319_ROB","F319","Steelhead","Smolts","Depth","critical","ROB","High","Steelhead_Smolts","3","Low"
"164","F319_ROB","F319","Steelhead","Smolts","Velocity","critical","ROB","Low","Steelhead_Smolts","1","Low"
"165","F319_ROB","F319","Willow","Adult","StreamPower","Annual","ROB","Low","Willow_Adult","1","Low"
"166","F319_ROB","F319","Willow","Seedling","Depth","critical","ROB","High","Willow_Seedling","3","High"
"167","F319_ROB","F319","Willow","Seedling","Shear","critical","ROB","High","Willow_Seedling","3","High"
"168","F319_ROB","F319","Willow","Germination","Depth","critical","ROB","Low","Willow_Germination","1","Low"
"169","F319_ROB","F319","Typha","Seedling","Depth","critical","ROB","Low","Typha_Seedling","1","Low"
"170","F319_ROB","F319","Typha","Adult","Depth","Annual","ROB","Low","Typha_Adult","1","Low"
"171","F319_ROB","F319","Typha","Adult","Velocity","Annual","ROB","High","Typha_Adult","3","Low"
"172","F34D_LOB","F34D","Cladophora","Adult","Velocity","critical","LOB","Low","Cladophora_Adult","1","Low"
"173","F34D_LOB","F34D","Cladophora","Adult","Depth","critical","LOB","High","Cladophora_Adult","3","Low"
"174","F34D_LOB","F34D","Cladophora","Adult","Shear Stress","critical","LOB","Low","Cladophora_Adult","1","Low"
"175","F34D_LOB","F34D","SAS","Adult","Velocity","Annual","LOB","Low","SAS_Adult","1","Low"
"176","F34D_LOB","F34D","SAS","Adult","Depth","Annual","LOB","Partial","SAS_Adult","2","Low"
"177","F34D_LOB","F34D","SAS","Fry","Velocity","critical","LOB","Low","SAS_Fry","1","Low"
"178","F34D_LOB","F34D","SAS","Fry","Depth","critical","LOB","Low","SAS_Fry","1","Low"
"179","F34D_LOB","F34D","Steelhead","Smolts","Velocity","critical","LOB","Low","Steelhead_Smolts","1","Low"
"180","F34D_LOB","F34D","Steelhead","Smolts","Depth","critical","LOB","High","Steelhead_Smolts","3","Low"
"181","F34D_LOB","F34D","Santa Ana Sucker","Juvenile","Velocity","summer","LOB","Low","Santa Ana Sucker_Juvenile","1","Low"
"182","F34D_LOB","F34D","Steelhead","Migration","Depth","critical","LOB","High","Steelhead_Migration","3","Low"
"183","F34D_LOB","F34D","Steelhead","Migration","Velocity","critical","LOB","Low","Steelhead_Migration","1","Low"
"184","F34D_LOB","F34D","Willow","Seedling","Depth","critical","LOB","High","Willow_Seedling","3","High"
"185","F34D_LOB","F34D","Willow","Seedling","Shear","critical","LOB","High","Willow_Seedling","3","High"
"186","F34D_LOB","F34D","Typha","Adult","Velocity","Annual","LOB","High","Typha_Adult","3","Low"
"187","F34D_LOB","F34D","Typha","Adult","Depth","Annual","LOB","Low","Typha_Adult","1","Low"
"188","F34D_LOB","F34D","Typha","Seedling","Depth","critical","LOB","Low","Typha_Seedling","1","Low"
"189","F34D_LOB","F34D","Willow","Adult","StreamPower","Annual","LOB","Low","Willow_Adult","1","Low"
"190","F34D_LOB","F34D","Willow","Germination","Depth","critical","LOB","Low","Willow_Germination","1","Low"
"191","F34D_MC","F34D","SAS","Adult","Depth","Annual","MC","Partial","SAS_Adult","2","Partial"
"192","F34D_MC","F34D","SAS","Adult","Velocity","Annual","MC","High","SAS_Adult","3","Partial"
"193","F34D_MC","F34D","Cladophora","Adult","Depth","critical","MC","High","Cladophora_Adult","3","High"
"194","F34D_MC","F34D","Cladophora","Adult","Velocity","critical","MC","High","Cladophora_Adult","3","High"
"195","F34D_MC","F34D","Cladophora","Adult","Shear Stress","critical","MC","High","Cladophora_Adult","3","High"
"196","F34D_MC","F34D","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"197","F34D_MC","F34D","Steelhead","Migration","Depth","critical","MC","Low","Steelhead_Migration","1","Low"
"198","F34D_MC","F34D","Steelhead","Migration","Velocity","critical","MC","High","Steelhead_Migration","3","Low"
"199","F34D_MC","F34D","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"200","F34D_MC","F34D","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"201","F34D_MC","F34D","Willow","Seedling","Depth","critical","MC","High","Willow_Seedling","3","High"
"202","F34D_MC","F34D","Willow","Seedling","Shear","critical","MC","High","Willow_Seedling","3","High"
"203","F34D_MC","F34D","Santa Ana Sucker","Juvenile","Velocity","summer","MC","High","Santa Ana Sucker_Juvenile","3","High"
"204","F34D_MC","F34D","Willow","Adult","StreamPower","Annual","MC","Low","Willow_Adult","1","Low"
"205","F34D_MC","F34D","Steelhead","Smolts","Velocity","critical","MC","Low","Steelhead_Smolts","1","Low"
"206","F34D_MC","F34D","Steelhead","Smolts","Depth","critical","MC","Partial","Steelhead_Smolts","2","Low"
"207","F34D_MC","F34D","Typha","Adult","Depth","Annual","MC","Partial","Typha_Adult","2","Partial"
"208","F34D_MC","F34D","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Partial"
"209","F34D_MC","F34D","Typha","Seedling","Depth","critical","MC","Partial","Typha_Seedling","2","Partial"
"210","F34D_ROB","F34D","Cladophora","Adult","Depth","critical","ROB","High","Cladophora_Adult","3","Low"
"211","F34D_ROB","F34D","Cladophora","Adult","Velocity","critical","ROB","Low","Cladophora_Adult","1","Low"
"212","F34D_ROB","F34D","Cladophora","Adult","Shear Stress","critical","ROB","Low","Cladophora_Adult","1","Low"
"213","F34D_ROB","F34D","Willow","Seedling","Depth","critical","ROB","High","Willow_Seedling","3","High"
"214","F34D_ROB","F34D","Willow","Seedling","Shear","critical","ROB","High","Willow_Seedling","3","High"
"215","F34D_ROB","F34D","Typha","Seedling","Depth","critical","ROB","Low","Typha_Seedling","1","Low"
"216","F34D_ROB","F34D","SAS","Fry","Depth","critical","ROB","Low","SAS_Fry","1","Low"
"217","F34D_ROB","F34D","SAS","Fry","Velocity","critical","ROB","Low","SAS_Fry","1","Low"
"218","F34D_ROB","F34D","Willow","Adult","StreamPower","Annual","ROB","Low","Willow_Adult","1","Low"
"219","F34D_ROB","F34D","Willow","Germination","Depth","critical","ROB","Low","Willow_Germination","1","Low"
"220","F34D_ROB","F34D","Steelhead","Migration","Depth","critical","ROB","High","Steelhead_Migration","3","Low"
"221","F34D_ROB","F34D","Steelhead","Migration","Velocity","critical","ROB","Low","Steelhead_Migration","1","Low"
"222","F34D_ROB","F34D","Typha","Adult","Velocity","Annual","ROB","High","Typha_Adult","3","Low"
"223","F34D_ROB","F34D","Typha","Adult","Depth","Annual","ROB","Low","Typha_Adult","1","Low"
"224","F34D_ROB","F34D","Steelhead","Smolts","Velocity","critical","ROB","Low","Steelhead_Smolts","1","Low"
"225","F34D_ROB","F34D","Steelhead","Smolts","Depth","critical","ROB","High","Steelhead_Smolts","3","Low"
"226","F34D_ROB","F34D","SAS","Adult","Velocity","Annual","ROB","Low","SAS_Adult","1","Low"
"227","F34D_ROB","F34D","SAS","Adult","Depth","Annual","ROB","Partial","SAS_Adult","2","Low"
"228","F34D_ROB","F34D","Santa Ana Sucker","Juvenile","Velocity","summer","ROB","Low","Santa Ana Sucker_Juvenile","1","Low"
"229","F37B_High_LOB","F37B_High","Willow","Seedling","Shear","critical","LOB","High","Willow_Seedling","3","High"
"230","F37B_High_LOB","F37B_High","Willow","Seedling","Depth","critical","LOB","High","Willow_Seedling","3","High"
"231","F37B_High_LOB","F37B_High","Typha","Seedling","Depth","critical","LOB","Low","Typha_Seedling","1","Low"
"232","F37B_High_LOB","F37B_High","Willow","Adult","StreamPower","Annual","LOB","Partial","Willow_Adult","2","Partial"
"233","F37B_High_LOB","F37B_High","Steelhead","Migration","Depth","critical","LOB","High","Steelhead_Migration","3","Partial"
"234","F37B_High_LOB","F37B_High","Steelhead","Migration","Velocity","critical","LOB","Partial","Steelhead_Migration","2","Partial"
"235","F37B_High_LOB","F37B_High","Cladophora","Adult","Depth","critical","LOB","High","Cladophora_Adult","3","Low"
"236","F37B_High_LOB","F37B_High","Cladophora","Adult","Velocity","critical","LOB","Low","Cladophora_Adult","1","Low"
"237","F37B_High_LOB","F37B_High","Cladophora","Adult","Shear Stress","critical","LOB","Low","Cladophora_Adult","1","Low"
"238","F37B_High_LOB","F37B_High","Typha","Adult","Depth","Annual","LOB","Low","Typha_Adult","1","Low"
"239","F37B_High_LOB","F37B_High","Typha","Adult","Velocity","Annual","LOB","High","Typha_Adult","3","Low"
"240","F37B_High_LOB","F37B_High","Steelhead","Smolts","Velocity","critical","LOB","Partial","Steelhead_Smolts","2","Partial"
"241","F37B_High_LOB","F37B_High","Steelhead","Smolts","Depth","critical","LOB","High","Steelhead_Smolts","3","Partial"
"242","F37B_High_LOB","F37B_High","SAS","Adult","Velocity","Annual","LOB","Low","SAS_Adult","1","Low"
"243","F37B_High_LOB","F37B_High","SAS","Adult","Depth","Annual","LOB","Partial","SAS_Adult","2","Low"
"244","F37B_High_LOB","F37B_High","SAS","Fry","Depth","critical","LOB","High","SAS_Fry","3","High"
"245","F37B_High_LOB","F37B_High","SAS","Fry","Velocity","critical","LOB","High","SAS_Fry","3","High"
"246","F37B_High_LOB","F37B_High","Willow","Germination","Depth","critical","LOB","Low","Willow_Germination","1","Low"
"247","F37B_High_MC","F37B_High","Cladophora","Adult","Shear Stress","critical","MC","Low","Cladophora_Adult","1","Low"
"248","F37B_High_MC","F37B_High","Cladophora","Adult","Velocity","critical","MC","Low","Cladophora_Adult","1","Low"
"249","F37B_High_MC","F37B_High","Cladophora","Adult","Depth","critical","MC","Low","Cladophora_Adult","1","Low"
"250","F37B_High_MC","F37B_High","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"251","F37B_High_MC","F37B_High","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"252","F37B_High_MC","F37B_High","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"253","F37B_High_MC","F37B_High","Steelhead","Smolts","Velocity","critical","MC","Low","Steelhead_Smolts","1","Low"
"254","F37B_High_MC","F37B_High","Steelhead","Smolts","Depth","critical","MC","Low","Steelhead_Smolts","1","Low"
"255","F37B_High_MC","F37B_High","Steelhead","Migration","Velocity","critical","MC","Partial","Steelhead_Migration","2","Low"
"256","F37B_High_MC","F37B_High","Steelhead","Migration","Depth","critical","MC","Low","Steelhead_Migration","1","Low"
"257","F37B_High_MC","F37B_High","Typha","Adult","Depth","Annual","MC","Low","Typha_Adult","1","Low"
"258","F37B_High_MC","F37B_High","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Low"
