"","year","season","position","Probability_Threshold","value"
"1",2010,"non_critical","MC","Low",100
"2",2011,"non_critical","MC","Low",100
"3",2011,"critical","MC","Low",100
"4",2012,"non_critical","MC","Low",100
"5",2012,"critical","MC","Low",100
"6",2013,"non_critical","MC","Low",100
"7",2013,"critical","MC","Low",100
"8",2014,"non_critical","MC","Low",100
"9",2014,"critical","MC","Low",100
"10",2015,"non_critical","MC","Low",100
"11",2015,"critical","MC","Low",100
"12",2016,"non_critical","MC","Low",100
"13",2016,"critical","MC","Low",100
"14",2017,"non_critical","MC","Low",100
"15",2017,"critical","MC","Low",100
"16",2010,"non_critical","LOB","Low",100
"17",2011,"non_critical","LOB","Low",100
"18",2011,"critical","LOB","Low",100
"19",2012,"non_critical","LOB","Low",100
"20",2012,"critical","LOB","Low",100
"21",2013,"non_critical","LOB","Low",100
"22",2013,"critical","LOB","Low",100
"23",2014,"non_critical","LOB","Low",100
"24",2014,"critical","LOB","Low",100
"25",2015,"non_critical","LOB","Low",100
"26",2015,"critical","LOB","Low",100
"27",2016,"non_critical","LOB","Low",100
"28",2016,"critical","LOB","Low",100
"29",2017,"non_critical","LOB","Low",100
"30",2017,"critical","LOB","Low",100
"31",2010,"non_critical","ROB","Low",100
"32",2011,"non_critical","ROB","Low",100
"33",2011,"critical","ROB","Low",100
"34",2012,"non_critical","ROB","Low",100
"35",2012,"critical","ROB","Low",100
"36",2013,"non_critical","ROB","Low",100
"37",2013,"critical","ROB","Low",100
"38",2014,"non_critical","ROB","Low",100
"39",2014,"critical","ROB","Low",100
"40",2015,"non_critical","ROB","Low",100
"41",2015,"critical","ROB","Low",100
"42",2016,"non_critical","ROB","Low",100
"43",2016,"critical","ROB","Low",100
"44",2017,"non_critical","ROB","Low",100
"45",2017,"critical","ROB","Low",100
"46",2010,"non_critical","MC","Medium",5.75441776166742
"47",2011,"non_critical","MC","Medium",1.9634703196347
"48",2011,"critical","MC","Medium",1.9634703196347
"49",2012,"non_critical","MC","Medium",1.77595628415301
"50",2012,"critical","MC","Medium",1.77595628415301
"51",2013,"non_critical","MC","Medium",0.662100456621005
"52",2013,"critical","MC","Medium",0.662100456621005
"53",2014,"non_critical","MC","Medium",1.28995433789954
"54",2014,"critical","MC","Medium",1.28995433789954
"55",2015,"non_critical","MC","Medium",0.91324200913242
"56",2015,"critical","MC","Medium",0.91324200913242
"57",2016,"non_critical","MC","Medium",1.87841530054645
"58",2016,"critical","MC","Medium",1.87841530054645
"59",2017,"non_critical","MC","Medium",2.13675213675214
"60",2017,"critical","MC","Medium",2.13675213675214
"61",2010,"non_critical","LOB","Medium",2.76393294064341
"62",2011,"non_critical","LOB","Medium",0.159817351598174
"63",2011,"critical","LOB","Medium",0.159817351598174
"64",2012,"non_critical","LOB","Medium",0.0341530054644809
"65",2012,"critical","LOB","Medium",0.0341530054644809
"66",2013,"non_critical","LOB","Medium",0
"67",2013,"critical","LOB","Medium",0
"68",2014,"non_critical","LOB","Medium",0.285388127853881
"69",2014,"critical","LOB","Medium",0.285388127853881
"70",2015,"non_critical","LOB","Medium",0
"71",2015,"critical","LOB","Medium",0
"72",2016,"non_critical","LOB","Medium",0.239071038251366
"73",2016,"critical","LOB","Medium",0.239071038251366
"74",2017,"non_critical","LOB","Medium",0.488400488400488
"75",2017,"critical","LOB","Medium",0.488400488400488
"76",2010,"non_critical","ROB","Medium",65.6547349343
"77",2011,"non_critical","ROB","Medium",23.6415525114155
"78",2011,"critical","ROB","Medium",23.6415525114155
"79",2012,"non_critical","ROB","Medium",21.4594717668488
"80",2012,"critical","ROB","Medium",21.4594717668488
"81",2013,"non_critical","ROB","Medium",16.2785388127854
"82",2013,"critical","ROB","Medium",16.2785388127854
"83",2014,"non_critical","ROB","Medium",14.1095890410959
"84",2014,"critical","ROB","Medium",14.1095890410959
"85",2015,"non_critical","ROB","Medium",18.7100456621005
"86",2015,"critical","ROB","Medium",18.7100456621005
"87",2016,"non_critical","ROB","Medium",22.893897996357
"88",2016,"critical","ROB","Medium",22.893897996357
"89",2017,"non_critical","ROB","Medium",22.3290598290598
"90",2017,"critical","ROB","Medium",22.3290598290598
"91",2010,"non_critical","MC","High",2.99048482102401
"92",2011,"non_critical","MC","High",0.970319634703196
"93",2011,"critical","MC","High",0.970319634703196
"94",2012,"non_critical","MC","High",0.910746812386157
"95",2012,"critical","MC","High",0.910746812386157
"96",2013,"non_critical","MC","High",0.285388127853881
"97",2013,"critical","MC","High",0.285388127853881
"98",2014,"non_critical","MC","High",0.639269406392694
"99",2014,"critical","MC","High",0.639269406392694
"100",2015,"non_critical","MC","High",0.399543378995434
"101",2015,"critical","MC","High",0.399543378995434
"102",2016,"non_critical","MC","High",1.05874316939891
"103",2016,"critical","MC","High",1.05874316939891
"104",2017,"non_critical","MC","High",1.05311355311355
"105",2017,"critical","MC","High",1.05311355311355
"106",2010,"non_critical","LOB","High",1.44993203443589
"107",2011,"non_critical","LOB","High",0.045662100456621
"108",2011,"critical","LOB","High",0.045662100456621
"109",2012,"non_critical","LOB","High",0
"110",2012,"critical","LOB","High",0
"111",2013,"non_critical","LOB","High",0
"112",2013,"critical","LOB","High",0
"113",2014,"non_critical","LOB","High",0.159817351598174
"114",2014,"critical","LOB","High",0.159817351598174
"115",2015,"non_critical","LOB","High",0
"116",2015,"critical","LOB","High",0
"117",2016,"non_critical","LOB","High",0.136612021857924
"118",2016,"critical","LOB","High",0.136612021857924
"119",2017,"non_critical","LOB","High",0.28998778998779
"120",2017,"critical","LOB","High",0.28998778998779
"121",2010,"non_critical","ROB","High",49.4336202990485
"122",2011,"non_critical","ROB","High",17.1004566210046
"123",2011,"critical","ROB","High",17.1004566210046
"124",2012,"non_critical","ROB","High",15.5965391621129
"125",2012,"critical","ROB","High",15.5965391621129
"126",2013,"non_critical","ROB","High",9.93150684931507
"127",2013,"critical","ROB","High",9.93150684931507
"128",2014,"non_critical","ROB","High",10.2511415525114
"129",2014,"critical","ROB","High",10.2511415525114
"130",2015,"non_critical","ROB","High",11.8949771689498
"131",2015,"critical","ROB","High",11.8949771689498
"132",2016,"non_critical","ROB","High",15.5737704918033
"133",2016,"critical","ROB","High",15.5737704918033
"134",2017,"non_critical","ROB","High",18.0708180708181
"135",2017,"critical","ROB","High",18.0708180708181
