"","season","position","water_year","Probability_Threshold","value","Species","Life_Stage","Hydraulic","Node"
"35","non_critical","ROB",2013,"High","0","SAS","Juvenile","Depth","LA13"
"36","critical","ROB",2013,"High","0","SAS","Juvenile","Depth","LA13"
"37","non_critical","ROB",2014,"High","0","SAS","Juvenile","Depth","LA13"
"38","critical","ROB",2014,"High","0","SAS","Juvenile","Depth","LA13"
"39","non_critical","ROB",2015,"High","0","SAS","Juvenile","Depth","LA13"
"40","critical","ROB",2015,"High","0","SAS","Juvenile","Depth","LA13"
"41","non_critical","ROB",2016,"High","0","SAS","Juvenile","Depth","LA13"
"42","critical","ROB",2016,"High","0","SAS","Juvenile","Depth","LA13"
"43","non_critical","ROB",2010,"Low.Seasonal","100","SAS","Juvenile","Depth","LA13"
"44","critical","ROB",2010,"Low.Seasonal","100","SAS","Juvenile","Depth","LA13"
"45","non_critical","ROB",2011,"Low.Seasonal","100","SAS","Juvenile","Depth","LA13"
"46","critical","ROB",2011,"Low.Seasonal","100","SAS","Juvenile","Depth","LA13"
"47","non_critical","ROB",2012,"Low.Seasonal","100","SAS","Juvenile","Depth","LA13"
"48","critical","ROB",2012,"Low.Seasonal","100","SAS","Juvenile","Depth","LA13"
"49","non_critical","ROB",2013,"Low.Seasonal","100","SAS","Juvenile","Depth","LA13"
"50","critical","ROB",2013,"Low.Seasonal","100","SAS","Juvenile","Depth","LA13"
"51","non_critical","ROB",2014,"Low.Seasonal","100","SAS","Juvenile","Depth","LA13"
"52","critical","ROB",2014,"Low.Seasonal","100","SAS","Juvenile","Depth","LA13"
"53","non_critical","ROB",2015,"Low.Seasonal","100","SAS","Juvenile","Depth","LA13"
"54","critical","ROB",2015,"Low.Seasonal","100","SAS","Juvenile","Depth","LA13"
"55","non_critical","ROB",2016,"Low.Seasonal","100","SAS","Juvenile","Depth","LA13"
"56","critical","ROB",2016,"Low.Seasonal","100","SAS","Juvenile","Depth","LA13"
"57","non_critical","ROB",2010,"Medium.Seasonal","0","SAS","Juvenile","Depth","LA13"
"58","critical","ROB",2010,"Medium.Seasonal","0","SAS","Juvenile","Depth","LA13"
"59","non_critical","ROB",2011,"Medium.Seasonal","0","SAS","Juvenile","Depth","LA13"
"60","critical","ROB",2011,"Medium.Seasonal","0","SAS","Juvenile","Depth","LA13"
"61","non_critical","ROB",2012,"Medium.Seasonal","0","SAS","Juvenile","Depth","LA13"
"62","critical","ROB",2012,"Medium.Seasonal","0","SAS","Juvenile","Depth","LA13"
"63","non_critical","ROB",2013,"Medium.Seasonal","0","SAS","Juvenile","Depth","LA13"
"64","critical","ROB",2013,"Medium.Seasonal","0","SAS","Juvenile","Depth","LA13"
"65","non_critical","ROB",2014,"Medium.Seasonal","0","SAS","Juvenile","Depth","LA13"
"66","critical","ROB",2014,"Medium.Seasonal","0","SAS","Juvenile","Depth","LA13"
"67","non_critical","ROB",2015,"Medium.Seasonal","0","SAS","Juvenile","Depth","LA13"
"68","critical","ROB",2015,"Medium.Seasonal","0","SAS","Juvenile","Depth","LA13"
"69","non_critical","ROB",2016,"Medium.Seasonal","0","SAS","Juvenile","Depth","LA13"
"70","critical","ROB",2016,"Medium.Seasonal","0","SAS","Juvenile","Depth","LA13"
"71","non_critical","ROB",2010,"High.Seasonal","0","SAS","Juvenile","Depth","LA13"
"72","critical","ROB",2010,"High.Seasonal","0","SAS","Juvenile","Depth","LA13"
"73","non_critical","ROB",2011,"High.Seasonal","0","SAS","Juvenile","Depth","LA13"
"74","critical","ROB",2011,"High.Seasonal","0","SAS","Juvenile","Depth","LA13"
"75","non_critical","ROB",2012,"High.Seasonal","0","SAS","Juvenile","Depth","LA13"
"76","critical","ROB",2012,"High.Seasonal","0","SAS","Juvenile","Depth","LA13"
"77","non_critical","ROB",2013,"High.Seasonal","0","SAS","Juvenile","Depth","LA13"
"78","critical","ROB",2013,"High.Seasonal","0","SAS","Juvenile","Depth","LA13"
"79","non_critical","ROB",2014,"High.Seasonal","0","SAS","Juvenile","Depth","LA13"
"80","critical","ROB",2014,"High.Seasonal","0","SAS","Juvenile","Depth","LA13"
"81","non_critical","ROB",2015,"High.Seasonal","0","SAS","Juvenile","Depth","LA13"
"82","critical","ROB",2015,"High.Seasonal","0","SAS","Juvenile","Depth","LA13"
"83","non_critical","ROB",2016,"High.Seasonal","0","SAS","Juvenile","Depth","LA13"
"84","critical","ROB",2016,"High.Seasonal","0","SAS","Juvenile","Depth","LA13"
"85","non_critical","ROB",2010,"Node","LA13","SAS","Juvenile","Depth","LA13"
"86","critical","ROB",2010,"Node","LA13","SAS","Juvenile","Depth","LA13"
"87","non_critical","ROB",2011,"Node","LA13","SAS","Juvenile","Depth","LA13"
"88","critical","ROB",2011,"Node","LA13","SAS","Juvenile","Depth","LA13"
"89","non_critical","ROB",2012,"Node","LA13","SAS","Juvenile","Depth","LA13"
"90","critical","ROB",2012,"Node","LA13","SAS","Juvenile","Depth","LA13"
"91","non_critical","ROB",2013,"Node","LA13","SAS","Juvenile","Depth","LA13"
"92","critical","ROB",2013,"Node","LA13","SAS","Juvenile","Depth","LA13"
"93","non_critical","ROB",2014,"Node","LA13","SAS","Juvenile","Depth","LA13"
"94","critical","ROB",2014,"Node","LA13","SAS","Juvenile","Depth","LA13"
"95","non_critical","ROB",2015,"Node","LA13","SAS","Juvenile","Depth","LA13"
"96","critical","ROB",2015,"Node","LA13","SAS","Juvenile","Depth","LA13"
"97","non_critical","ROB",2016,"Node","LA13","SAS","Juvenile","Depth","LA13"
"98","critical","ROB",2016,"Node","LA13","SAS","Juvenile","Depth","LA13"
