"","LOB","MC","ROB","Species","Life_Stage","Hydraulic","Node"
"1",0.172356819564177,105.522926441906,124.712121378359,"SAS","Adult","Velocity",11101250
"2",2.87011097231944,6930.18619524258,NA,"SAS","Adult","Velocity",11101250
"3",489.45243379145,NA,NA,"SAS","Adult","Velocity",11101250
"4",NA,NA,NA,"SAS","Adult","Velocity",11101250
"5",1203.45823410399,528.646069353639,813.856711924483,"SAS","Adult","Velocity",11101250
"6",NA,4793.01964536527,NA,"SAS","Adult","Velocity",11101250
"7",NA,NA,NA,"SAS","Adult","Velocity",11101250
"8",NA,NA,NA,"SAS","Adult","Velocity",11101250
"9",2384.27302242557,996.022014953283,1795.93265471362,"SAS","Adult","Velocity",11101250
"10",NA,3282.72233322079,7595.85383920017,"SAS","Adult","Velocity",11101250
"11",NA,NA,NA,"SAS","Adult","Velocity",11101250
"12",NA,NA,NA,"SAS","Adult","Velocity",11101250
