"","season","position","water_year","Probability_Threshold","value"
"1","non_critical","MC",2010,"Low",100
"2","critical","MC",2010,"Low",100
"3","non_critical","MC",2011,"Low",100
"4","critical","MC",2011,"Low",100
"5","non_critical","MC",2012,"Low",100
"6","critical","MC",2012,"Low",100
"7","non_critical","MC",2013,"Low",100
"8","critical","MC",2013,"Low",100
"9","non_critical","MC",2014,"Low",100
"10","critical","MC",2014,"Low",100
"11","non_critical","MC",2015,"Low",100
"12","critical","MC",2015,"Low",100
"13","non_critical","MC",2016,"Low",100
"14","critical","MC",2016,"Low",100
"15","non_critical","LOB",2010,"Low",100
"16","critical","LOB",2010,"Low",100
"17","non_critical","LOB",2011,"Low",100
"18","critical","LOB",2011,"Low",100
"19","non_critical","LOB",2012,"Low",100
"20","critical","LOB",2012,"Low",100
"21","non_critical","LOB",2013,"Low",100
"22","critical","LOB",2013,"Low",100
"23","non_critical","LOB",2014,"Low",100
"24","critical","LOB",2014,"Low",100
"25","non_critical","LOB",2015,"Low",100
"26","critical","LOB",2015,"Low",100
"27","non_critical","LOB",2016,"Low",100
"28","critical","LOB",2016,"Low",100
"29","non_critical","ROB",2010,"Low",100
"30","critical","ROB",2010,"Low",100
"31","non_critical","ROB",2011,"Low",100
"32","critical","ROB",2011,"Low",100
"33","non_critical","ROB",2012,"Low",100
"34","critical","ROB",2012,"Low",100
"35","non_critical","ROB",2013,"Low",100
"36","critical","ROB",2013,"Low",100
"37","non_critical","ROB",2014,"Low",100
"38","critical","ROB",2014,"Low",100
"39","non_critical","ROB",2015,"Low",100
"40","critical","ROB",2015,"Low",100
"41","non_critical","ROB",2016,"Low",100
"42","critical","ROB",2016,"Low",100
"43","non_critical","MC",2010,"Medium",57.6664002740039
"44","critical","MC",2010,"Medium",57.6664002740039
"45","non_critical","MC",2011,"Medium",28.1989981785064
"46","critical","MC",2011,"Medium",28.1989981785064
"47","non_critical","MC",2012,"Medium",41.0159817351598
"48","critical","MC",2012,"Medium",41.0159817351598
"49","non_critical","MC",2013,"Medium",4.97716894977169
"50","critical","MC",2013,"Medium",4.97716894977169
"51","non_critical","MC",2014,"Medium",5.8675799086758
"52","critical","MC",2014,"Medium",5.8675799086758
"53","non_critical","MC",2015,"Medium",5.07741347905282
"54","critical","MC",2015,"Medium",5.07741347905282
"55","non_critical","MC",2016,"Medium",20.3082191780822
"56","critical","MC",2016,"Medium",20.3082191780822
"57","non_critical","LOB",2010,"Medium",6.93001484187693
"58","critical","LOB",2010,"Medium",6.93001484187693
"59","non_critical","LOB",2011,"Medium",1.27504553734062
"60","critical","LOB",2011,"Medium",1.27504553734062
"61","non_critical","LOB",2012,"Medium",2.28310502283105
"62","critical","LOB",2012,"Medium",2.28310502283105
"63","non_critical","LOB",2013,"Medium",0.924657534246575
"64","critical","LOB",2013,"Medium",0.924657534246575
"65","non_critical","LOB",2014,"Medium",1.65525114155251
"66","critical","LOB",2014,"Medium",1.65525114155251
"67","non_critical","LOB",2015,"Medium",1.40027322404372
"68","critical","LOB",2015,"Medium",1.40027322404372
"69","non_critical","LOB",2016,"Medium",3.07077625570776
"70","critical","LOB",2016,"Medium",3.07077625570776
"71","non_critical","ROB",2010,"Medium",7.02134946911748
"72","critical","ROB",2010,"Medium",7.02134946911748
"73","non_critical","ROB",2011,"Medium",1.27504553734062
"74","critical","ROB",2011,"Medium",1.27504553734062
"75","non_critical","ROB",2012,"Medium",2.28310502283105
"76","critical","ROB",2012,"Medium",2.28310502283105
"77","non_critical","ROB",2013,"Medium",0.91324200913242
"78","critical","ROB",2013,"Medium",0.91324200913242
"79","non_critical","ROB",2014,"Medium",1.65525114155251
"80","critical","ROB",2014,"Medium",1.65525114155251
"81","non_critical","ROB",2015,"Medium",1.41165755919854
"82","critical","ROB",2015,"Medium",1.41165755919854
"83","non_critical","ROB",2016,"Medium",3.09360730593607
"84","critical","ROB",2016,"Medium",3.09360730593607
"85","non_critical","MC",2010,"High",9.30471515013129
"86","critical","MC",2010,"High",9.30471515013129
"87","non_critical","MC",2011,"High",1.67349726775956
"88","critical","MC",2011,"High",1.67349726775956
"89","non_critical","MC",2012,"High",2.95662100456621
"90","critical","MC",2012,"High",2.95662100456621
"91","non_critical","MC",2013,"High",0.742009132420091
"92","critical","MC",2013,"High",0.742009132420091
"93","non_critical","MC",2014,"High",1.58675799086758
"94","critical","MC",2014,"High",1.58675799086758
"95","non_critical","MC",2015,"High",1.57103825136612
"96","critical","MC",2015,"High",1.57103825136612
"97","non_critical","MC",2016,"High",2.99086757990868
"98","critical","MC",2016,"High",2.99086757990868
"99","non_critical","LOB",2010,"High",2.59162004795068
"100","critical","LOB",2010,"High",2.59162004795068
"101","non_critical","LOB",2011,"High",0.751366120218579
"102","critical","LOB",2011,"High",0.751366120218579
"103","non_critical","LOB",2012,"High",1.16438356164384
"104","critical","LOB",2012,"High",1.16438356164384
"105","non_critical","LOB",2013,"High",0.605022831050228
"106","critical","LOB",2013,"High",0.605022831050228
"107","non_critical","LOB",2014,"High",0.981735159817352
"108","critical","LOB",2014,"High",0.981735159817352
"109","non_critical","LOB",2015,"High",0.796903460837887
"110","critical","LOB",2015,"High",0.796903460837887
"111","non_critical","LOB",2016,"High",1.7351598173516
"112","critical","LOB",2016,"High",1.7351598173516
"113","non_critical","ROB",2010,"High",2.59162004795068
"114","critical","ROB",2010,"High",2.59162004795068
"115","non_critical","ROB",2011,"High",0.751366120218579
"116","critical","ROB",2011,"High",0.751366120218579
"117","non_critical","ROB",2012,"High",1.14155251141552
"118","critical","ROB",2012,"High",1.14155251141552
"119","non_critical","ROB",2013,"High",0.593607305936073
"120","critical","ROB",2013,"High",0.593607305936073
"121","non_critical","ROB",2014,"High",0.970319634703196
"122","critical","ROB",2014,"High",0.970319634703196
"123","non_critical","ROB",2015,"High",0.774134790528233
"124","critical","ROB",2015,"High",0.774134790528233
"125","non_critical","ROB",2016,"High",1.72374429223744
"126","critical","ROB",2016,"High",1.72374429223744
"127","non_critical","MC",2010,"Low.Seasonal",100
"128","critical","MC",2010,"Low.Seasonal",100
"129","non_critical","MC",2011,"Low.Seasonal",100
"130","critical","MC",2011,"Low.Seasonal",100
"131","non_critical","MC",2012,"Low.Seasonal",100
"132","critical","MC",2012,"Low.Seasonal",100
"133","non_critical","MC",2013,"Low.Seasonal",100
"134","critical","MC",2013,"Low.Seasonal",100
"135","non_critical","MC",2014,"Low.Seasonal",100
"136","critical","MC",2014,"Low.Seasonal",100
"137","non_critical","MC",2015,"Low.Seasonal",100
"138","critical","MC",2015,"Low.Seasonal",100
"139","non_critical","MC",2016,"Low.Seasonal",100
"140","critical","MC",2016,"Low.Seasonal",100
"141","non_critical","LOB",2010,"Low.Seasonal",100
"142","critical","LOB",2010,"Low.Seasonal",100
"143","non_critical","LOB",2011,"Low.Seasonal",100
"144","critical","LOB",2011,"Low.Seasonal",100
"145","non_critical","LOB",2012,"Low.Seasonal",100
"146","critical","LOB",2012,"Low.Seasonal",100
"147","non_critical","LOB",2013,"Low.Seasonal",100
"148","critical","LOB",2013,"Low.Seasonal",100
"149","non_critical","LOB",2014,"Low.Seasonal",100
"150","critical","LOB",2014,"Low.Seasonal",100
"151","non_critical","LOB",2015,"Low.Seasonal",100
"152","critical","LOB",2015,"Low.Seasonal",100
"153","non_critical","LOB",2016,"Low.Seasonal",100
"154","critical","LOB",2016,"Low.Seasonal",100
"155","non_critical","ROB",2010,"Low.Seasonal",100
"156","critical","ROB",2010,"Low.Seasonal",100
"157","non_critical","ROB",2011,"Low.Seasonal",100
"158","critical","ROB",2011,"Low.Seasonal",100
"159","non_critical","ROB",2012,"Low.Seasonal",100
"160","critical","ROB",2012,"Low.Seasonal",100
"161","non_critical","ROB",2013,"Low.Seasonal",100
"162","critical","ROB",2013,"Low.Seasonal",100
"163","non_critical","ROB",2014,"Low.Seasonal",100
"164","critical","ROB",2014,"Low.Seasonal",100
"165","non_critical","ROB",2015,"Low.Seasonal",100
"166","critical","ROB",2015,"Low.Seasonal",100
"167","non_critical","ROB",2016,"Low.Seasonal",100
"168","critical","ROB",2016,"Low.Seasonal",100
"169","non_critical","MC",2010,"Medium.Seasonal",54.5114999017102
"170","critical","MC",2010,"Medium.Seasonal",62.037037037037
"171","non_critical","MC",2011,"Medium.Seasonal",35.3482003129891
"172","critical","MC",2011,"Medium.Seasonal",18.2461873638344
"173","non_critical","MC",2012,"Medium.Seasonal",39.3867924528302
"174","critical","MC",2012,"Medium.Seasonal",43.2734204793028
"175","non_critical","MC",2013,"Medium.Seasonal",7.15408805031447
"176","critical","MC",2013,"Medium.Seasonal",1.96078431372549
"177","non_critical","MC",2014,"Medium.Seasonal",7.95990566037736
"178","critical","MC",2014,"Medium.Seasonal",2.96840958605664
"179","non_critical","MC",2015,"Medium.Seasonal",4.32316118935837
"180","critical","MC",2015,"Medium.Seasonal",6.12745098039216
"181","non_critical","MC",2016,"Medium.Seasonal",23.7224842767296
"182","critical","MC",2016,"Medium.Seasonal",15.5773420479303
"183","non_critical","LOB",2010,"Medium.Seasonal",5.89738549243169
"184","critical","LOB",2010,"Medium.Seasonal",8.36056644880174
"185","non_critical","LOB",2011,"Medium.Seasonal",1.19327073552426
"186","critical","LOB",2011,"Medium.Seasonal",1.38888888888889
"187","non_critical","LOB",2012,"Medium.Seasonal",3.41981132075472
"188","critical","LOB",2012,"Medium.Seasonal",0.708061002178649
"189","non_critical","LOB",2013,"Medium.Seasonal",1.06132075471698
"190","critical","LOB",2013,"Medium.Seasonal",0.735294117647059
"191","non_critical","LOB",2014,"Medium.Seasonal",2.06367924528302
"192","critical","LOB",2014,"Medium.Seasonal",1.08932461873638
