"","water_year","position","season","month","days_per_water_month"
"1",2010,"MC","critcal",3,16
"2",2010,"MC","critcal",4,25
"3",2010,"MC","critcal",5,27
"4",2010,"MC","critcal",6,30
"5",2010,"MC","critcal",7,31
"6",2010,"MC","non_critical",1,28
"7",2010,"MC","non_critical",2,21
"8",2010,"MC","non_critical",8,31
"9",2010,"MC","non_critical",9,30
"10",2010,"MC","non_critical",10,20
"11",2010,"MC","non_critical",11,26
"12",2010,"MC","non_critical",12,17
"13",2011,"MC","critcal",3,24
"14",2011,"MC","critcal",4,23
"15",2011,"MC","critcal",5,31
"16",2011,"MC","critcal",6,30
"17",2011,"MC","critcal",7,31
"18",2011,"MC","non_critical",1,28
"19",2011,"MC","non_critical",2,28
"20",2011,"MC","non_critical",8,31
"21",2011,"MC","non_critical",9,30
"22",2011,"MC","non_critical",10,28
"23",2011,"MC","non_critical",11,24
"24",2011,"MC","non_critical",12,27
"25",2012,"MC","critcal",3,29
"26",2012,"MC","critcal",4,30
"27",2012,"MC","critcal",5,29
"28",2012,"MC","critcal",6,30
"29",2012,"MC","critcal",7,31
"30",2012,"MC","non_critical",1,25
"31",2012,"MC","non_critical",2,26
"32",2012,"MC","non_critical",8,31
"33",2012,"MC","non_critical",9,30
"34",2012,"MC","non_critical",10,30
"35",2012,"MC","non_critical",11,24
"36",2012,"MC","non_critical",12,18
"37",2013,"MC","critcal",3,30
"38",2013,"MC","critcal",4,28
"39",2013,"MC","critcal",5,31
"40",2013,"MC","critcal",6,30
"41",2013,"MC","critcal",7,31
"42",2013,"MC","non_critical",1,31
"43",2013,"MC","non_critical",2,23
"44",2013,"MC","non_critical",8,31
"45",2013,"MC","non_critical",9,30
"46",2013,"MC","non_critical",10,30
"47",2013,"MC","non_critical",11,27
"48",2013,"MC","non_critical",12,29
"49",2014,"MC","critcal",3,28
"50",2014,"MC","critcal",4,28
"51",2014,"MC","critcal",5,30
"52",2014,"MC","critcal",6,30
"53",2014,"MC","critcal",7,30
"54",2014,"MC","non_critical",1,26
"55",2014,"MC","non_critical",2,24
"56",2014,"MC","non_critical",8,31
"57",2014,"MC","non_critical",9,29
"58",2014,"MC","non_critical",10,27
"59",2014,"MC","non_critical",11,28
"60",2014,"MC","non_critical",12,24
"61",2015,"MC","critcal",3,25
"62",2015,"MC","critcal",4,26
"63",2015,"MC","critcal",5,30
"64",2015,"MC","critcal",6,30
"65",2015,"MC","critcal",7,31
"66",2015,"MC","non_critical",1,26
"67",2015,"MC","non_critical",2,27
"68",2015,"MC","non_critical",8,31
"69",2015,"MC","non_critical",9,30
"70",2015,"MC","non_critical",10,29
"71",2015,"MC","non_critical",11,30
"72",2015,"MC","non_critical",12,20
"73",2016,"MC","critcal",3,28
"74",2016,"MC","critcal",4,29
"75",2016,"MC","critcal",5,30
"76",2016,"MC","critcal",6,30
"77",2016,"MC","critcal",7,31
"78",2016,"MC","non_critical",1,18
"79",2016,"MC","non_critical",2,16
"80",2016,"MC","non_critical",8,31
"81",2016,"MC","non_critical",9,30
"82",2016,"MC","non_critical",10,27
"83",2016,"MC","non_critical",11,27
"84",2016,"MC","non_critical",12,23
