"","pos_code","Node","Species","Life_Stage","Hydraulic","TimePeriod","position","Overall_Class_Year","sp_code","ClassOrder","Check_Class"
"36","11101250_MC","11101250","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"37","11101250_MC","11101250","Willow","Seedling","Depth","critical","MC","Low","Willow_Seedling","1","Low"
"38","11101250_MC","11101250","Willow","Seedling","Shear","critical","MC","High","Willow_Seedling","3","Low"
"39","11101250_MC","11101250","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"40","11101250_MC","11101250","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"41","11101250_MC","11101250","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"42","11101250_MC","11101250","Steelhead","Smolts","Depth","critical","MC","High","Steelhead_Smolts","3","High"
"43","11101250_ROB","11101250","Cladophora","Adult","Depth","critical","ROB","Low","Cladophora_Adult","1","Low"
"44","11101250_ROB","11101250","Cladophora","Adult","Shear Stress","critical","ROB","High","Cladophora_Adult","3","Low"
"45","11101250_ROB","11101250","Cladophora","Adult","Velocity","critical","ROB","Low","Cladophora_Adult","1","Low"
"46","11101250_ROB","11101250","SAS","Fry","Depth","critical","ROB","Low","SAS_Fry","1","Low"
"47","11101250_ROB","11101250","SAS","Fry","Velocity","critical","ROB","Low","SAS_Fry","1","Low"
"48","11101250_ROB","11101250","SAS","Adult","Depth","Annual","ROB","Low","SAS_Adult","1","Low"
"49","11101250_ROB","11101250","SAS","Adult","Velocity","Annual","ROB","Low","SAS_Adult","1","Low"
"50","11101250_ROB","11101250","Typha","Adult","Velocity","Annual","ROB","Low","Typha_Adult","1","Low"
"51","11101250_ROB","11101250","Typha","Adult","Depth","Annual","ROB","Low","Typha_Adult","1","Low"
"52","11101250_ROB","11101250","Steelhead","Migration","Depth","critical","ROB","Low","Steelhead_Migration","1","Low"
"53","11101250_ROB","11101250","Steelhead","Migration","Velocity","critical","ROB","Low","Steelhead_Migration","1","Low"
"54","11101250_ROB","11101250","SAS","Juvenile","Velocity","summer","ROB","Low","SAS_Juvenile","1","Low"
"55","11101250_ROB","11101250","SAS","Juvenile","Depth","critical","ROB","Low","SAS_Juvenile","1","Low"
"56","11101250_ROB","11101250","Willow","Seedling","Depth","critical","ROB","High","Willow_Seedling","3","High"
"57","11101250_ROB","11101250","Willow","Seedling","Shear","critical","ROB","High","Willow_Seedling","3","High"
"58","11101250_ROB","11101250","Steelhead","Migration_Prolonged","Depth","critical","ROB","Low","Steelhead_Migration_Prolonged","1","Low"
"59","11101250_ROB","11101250","Steelhead","Migration_Prolonged","Velocity","critical","ROB","Low","Steelhead_Migration_Prolonged","1","Low"
"60","11101250_ROB","11101250","Steelhead","Smolts","Depth","critical","ROB","Low","Steelhead_Smolts","1","Low"
"61","11101250_ROB","11101250","Willow","Adult","StreamPower","Annual","ROB","High","Willow_Adult","3","High"
"62","11101250_ROB","11101250","Typha","Seedling","Depth","critical","ROB","Low","Typha_Seedling","1","Low"
"63","11101250_ROB","11101250","Willow","Germination","Depth","critical","ROB","Low","Willow_Germination","1","Low"
"64","F300_LOB","F300","Steelhead","Migration","Velocity","critical","LOB","Low","Steelhead_Migration","1","Low"
"65","F300_LOB","F300","Steelhead","Migration","Depth","critical","LOB","Low","Steelhead_Migration","1","Low"
"66","F300_LOB","F300","SAS","Juvenile","Depth","critical","LOB","Low","SAS_Juvenile","1","Low"
"67","F300_LOB","F300","SAS","Juvenile","Velocity","summer","LOB","Low","SAS_Juvenile","1","Low"
"68","F300_LOB","F300","SAS","Adult","Depth","Annual","LOB","Low","SAS_Adult","1","Low"
"69","F300_LOB","F300","SAS","Adult","Velocity","Annual","LOB","Low","SAS_Adult","1","Low"
"70","F300_LOB","F300","SAS","Fry","Depth","critical","LOB","Low","SAS_Fry","1","Low"
"71","F300_LOB","F300","SAS","Fry","Velocity","critical","LOB","Low","SAS_Fry","1","Low"
"72","F300_LOB","F300","Typha","Adult","Velocity","Annual","LOB","Low","Typha_Adult","1","Low"
"73","F300_LOB","F300","Typha","Adult","Depth","Annual","LOB","Low","Typha_Adult","1","Low"
"74","F300_LOB","F300","Steelhead","Smolts","Depth","critical","LOB","Low","Steelhead_Smolts","1","Low"
"75","F300_LOB","F300","Cladophora","Adult","Depth","critical","LOB","Low","Cladophora_Adult","1","Low"
"76","F300_LOB","F300","Cladophora","Adult","Shear Stress","critical","LOB","High","Cladophora_Adult","3","Low"
"77","F300_LOB","F300","Cladophora","Adult","Velocity","critical","LOB","Low","Cladophora_Adult","1","Low"
"78","F300_LOB","F300","Steelhead","Migration_Prolonged","Depth","critical","LOB","Low","Steelhead_Migration_Prolonged","1","Low"
"79","F300_LOB","F300","Steelhead","Migration_Prolonged","Velocity","critical","LOB","Low","Steelhead_Migration_Prolonged","1","Low"
"80","F300_LOB","F300","Willow","Seedling","Depth","critical","LOB","High","Willow_Seedling","3","High"
"81","F300_LOB","F300","Willow","Seedling","Shear","critical","LOB","High","Willow_Seedling","3","High"
"82","F300_LOB","F300","Typha","Seedling","Depth","critical","LOB","Low","Typha_Seedling","1","Low"
"83","F300_LOB","F300","Willow","Adult","StreamPower","Annual","LOB","High","Willow_Adult","3","High"
"84","F300_LOB","F300","Willow","Germination","Depth","critical","LOB","Low","Willow_Germination","1","Low"
"85","F300_MC","F300","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"86","F300_MC","F300","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"87","F300_MC","F300","Willow","Seedling","Depth","critical","MC","Low","Willow_Seedling","1","Low"
"88","F300_MC","F300","Willow","Seedling","Shear","critical","MC","Low","Willow_Seedling","1","Low"
"89","F300_MC","F300","SAS","Juvenile","Velocity","summer","MC","Partial","SAS_Juvenile","2","Partial"
"90","F300_MC","F300","SAS","Juvenile","Depth","critical","MC","Partial","SAS_Juvenile","2","Partial"
"91","F300_MC","F300","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Partial"
"92","F300_MC","F300","Typha","Adult","Depth","Annual","MC","Partial","Typha_Adult","2","Partial"
"93","F300_MC","F300","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"94","F300_MC","F300","SAS","Adult","Depth","Annual","MC","Partial","SAS_Adult","2","Partial"
"95","F300_MC","F300","SAS","Adult","Velocity","Annual","MC","Partial","SAS_Adult","2","Partial"
"96","F300_MC","F300","Cladophora","Adult","Shear Stress","critical","MC","High","Cladophora_Adult","3","Partial"
"97","F300_MC","F300","Cladophora","Adult","Velocity","critical","MC","High","Cladophora_Adult","3","Partial"
"98","F300_MC","F300","Cladophora","Adult","Depth","critical","MC","Partial","Cladophora_Adult","2","Partial"
"99","F300_MC","F300","Steelhead","Migration_Prolonged","Depth","critical","MC","High","Steelhead_Migration_Prolonged","3","High"
"100","F300_MC","F300","Steelhead","Migration_Prolonged","Velocity","critical","MC","High","Steelhead_Migration_Prolonged","3","High"
"101","F300_MC","F300","Steelhead","Smolts","Depth","critical","MC","High","Steelhead_Smolts","3","High"
"102","F300_MC","F300","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"103","F300_MC","F300","Steelhead","Migration","Depth","critical","MC","High","Steelhead_Migration","3","High"
"104","F300_MC","F300","Steelhead","Migration","Velocity","critical","MC","High","Steelhead_Migration","3","High"
"105","F300_MC","F300","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"106","F300_ROB","F300","Typha","Seedling","Depth","critical","ROB","Low","Typha_Seedling","1","Low"
"107","F300_ROB","F300","SAS","Adult","Depth","Annual","ROB","Low","SAS_Adult","1","Low"
"108","F300_ROB","F300","SAS","Adult","Velocity","Annual","ROB","Low","SAS_Adult","1","Low"
"109","F300_ROB","F300","Cladophora","Adult","Shear Stress","critical","ROB","High","Cladophora_Adult","3","Low"
"110","F300_ROB","F300","Cladophora","Adult","Velocity","critical","ROB","Low","Cladophora_Adult","1","Low"
"111","F300_ROB","F300","Cladophora","Adult","Depth","critical","ROB","Low","Cladophora_Adult","1","Low"
"112","F300_ROB","F300","Steelhead","Smolts","Depth","critical","ROB","Low","Steelhead_Smolts","1","Low"
"113","F300_ROB","F300","Willow","Adult","StreamPower","Annual","ROB","High","Willow_Adult","3","High"
"114","F300_ROB","F300","SAS","Fry","Depth","critical","ROB","Low","SAS_Fry","1","Low"
"115","F300_ROB","F300","SAS","Fry","Velocity","critical","ROB","Low","SAS_Fry","1","Low"
"116","F300_ROB","F300","Steelhead","Migration","Depth","critical","ROB","Low","Steelhead_Migration","1","Low"
"117","F300_ROB","F300","Steelhead","Migration","Velocity","critical","ROB","Low","Steelhead_Migration","1","Low"
"118","F300_ROB","F300","Steelhead","Migration_Prolonged","Velocity","critical","ROB","Low","Steelhead_Migration_Prolonged","1","Low"
"119","F300_ROB","F300","Steelhead","Migration_Prolonged","Depth","critical","ROB","Low","Steelhead_Migration_Prolonged","1","Low"
"120","F300_ROB","F300","SAS","Juvenile","Velocity","summer","ROB","Low","SAS_Juvenile","1","Low"
"121","F300_ROB","F300","SAS","Juvenile","Depth","critical","ROB","Low","SAS_Juvenile","1","Low"
"122","F300_ROB","F300","Willow","Seedling","Depth","critical","ROB","High","Willow_Seedling","3","High"
"123","F300_ROB","F300","Willow","Seedling","Shear","critical","ROB","High","Willow_Seedling","3","High"
"124","F300_ROB","F300","Typha","Adult","Depth","Annual","ROB","Low","Typha_Adult","1","Low"
"125","F300_ROB","F300","Typha","Adult","Velocity","Annual","ROB","Low","Typha_Adult","1","Low"
"126","F300_ROB","F300","Willow","Germination","Depth","critical","ROB","Low","Willow_Germination","1","Low"
"127","F319_MC","F319","Cladophora","Adult","Shear Stress","critical","MC","High","Cladophora_Adult","3","Partial"
"128","F319_MC","F319","Cladophora","Adult","Depth","critical","MC","High","Cladophora_Adult","3","Partial"
"129","F319_MC","F319","Cladophora","Adult","Velocity","critical","MC","Partial","Cladophora_Adult","2","Partial"
"130","F319_MC","F319","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"131","F319_MC","F319","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"132","F319_MC","F319","SAS","Adult","Depth","Annual","MC","High","SAS_Adult","3","Partial"
"133","F319_MC","F319","SAS","Adult","Velocity","Annual","MC","Partial","SAS_Adult","2","Partial"
"134","F319_MC","F319","Steelhead","Migration","Depth","critical","MC","High","Steelhead_Migration","3","High"
"135","F319_MC","F319","Steelhead","Migration","Velocity","critical","MC","High","Steelhead_Migration","3","High"
"136","F319_MC","F319","Steelhead","Migration_Prolonged","Velocity","critical","MC","High","Steelhead_Migration_Prolonged","3","High"
"137","F319_MC","F319","Steelhead","Migration_Prolonged","Depth","critical","MC","High","Steelhead_Migration_Prolonged","3","High"
"138","F319_MC","F319","Willow","Seedling","Depth","critical","MC","Low","Willow_Seedling","1","Low"
"139","F319_MC","F319","Willow","Seedling","Shear","critical","MC","Low","Willow_Seedling","1","Low"
"140","F319_MC","F319","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Partial"
"141","F319_MC","F319","Typha","Adult","Depth","Annual","MC","High","Typha_Adult","3","Partial"
"142","F319_MC","F319","SAS","Juvenile","Depth","critical","MC","High","SAS_Juvenile","3","Partial"
"143","F319_MC","F319","SAS","Juvenile","Velocity","summer","MC","Partial","SAS_Juvenile","2","Partial"
"144","F319_MC","F319","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"145","F319_MC","F319","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"146","F319_MC","F319","Steelhead","Smolts","Depth","critical","MC","High","Steelhead_Smolts","3","High"
"147","F34D_MC","F34D","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"148","F34D_MC","F34D","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"149","F34D_MC","F34D","SAS","Adult","Depth","Annual","MC","High","SAS_Adult","3","Partial"
"150","F34D_MC","F34D","SAS","Adult","Velocity","Annual","MC","Partial","SAS_Adult","2","Partial"
"151","F34D_MC","F34D","Cladophora","Adult","Shear Stress","critical","MC","High","Cladophora_Adult","3","Partial"
"152","F34D_MC","F34D","Cladophora","Adult","Velocity","critical","MC","Partial","Cladophora_Adult","2","Partial"
"153","F34D_MC","F34D","Cladophora","Adult","Depth","critical","MC","High","Cladophora_Adult","3","Partial"
"154","F34D_MC","F34D","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Partial"
"155","F34D_MC","F34D","Typha","Adult","Depth","Annual","MC","High","Typha_Adult","3","Partial"
"156","F34D_MC","F34D","SAS","Juvenile","Velocity","summer","MC","High","SAS_Juvenile","3","High"
"157","F34D_MC","F34D","SAS","Juvenile","Depth","critical","MC","High","SAS_Juvenile","3","High"
"158","F34D_MC","F34D","Steelhead","Smolts","Depth","critical","MC","High","Steelhead_Smolts","3","High"
"159","F34D_MC","F34D","Willow","Seedling","Shear","critical","MC","Low","Willow_Seedling","1","Low"
"160","F34D_MC","F34D","Willow","Seedling","Depth","critical","MC","Partial","Willow_Seedling","2","Low"
"161","F34D_MC","F34D","Steelhead","Migration","Depth","critical","MC","High","Steelhead_Migration","3","High"
"162","F34D_MC","F34D","Steelhead","Migration","Velocity","critical","MC","High","Steelhead_Migration","3","High"
"163","F34D_MC","F34D","Steelhead","Migration_Prolonged","Depth","critical","MC","High","Steelhead_Migration_Prolonged","3","High"
"164","F34D_MC","F34D","Steelhead","Migration_Prolonged","Velocity","critical","MC","High","Steelhead_Migration_Prolonged","3","High"
"165","F34D_MC","F34D","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"166","F34D_MC","F34D","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"167","F37B_LOB","F37B","SAS","Fry","Velocity","critical","LOB","Low","SAS_Fry","1","Low"
"168","F37B_LOB","F37B","SAS","Fry","Depth","critical","LOB","Low","SAS_Fry","1","Low"
"169","F37B_LOB","F37B","Cladophora","Adult","Velocity","critical","LOB","Low","Cladophora_Adult","1","Low"
"170","F37B_LOB","F37B","Cladophora","Adult","Shear Stress","critical","LOB","High","Cladophora_Adult","3","Low"
"171","F37B_LOB","F37B","Steelhead","Migration","Depth","critical","LOB","Low","Steelhead_Migration","1","Low"
"172","F37B_LOB","F37B","Steelhead","Migration","Velocity","critical","LOB","Low","Steelhead_Migration","1","Low"
"173","F37B_LOB","F37B","SAS","Adult","Depth","Annual","LOB","Low","SAS_Adult","1","Low"
"174","F37B_LOB","F37B","SAS","Adult","Velocity","Annual","LOB","Low","SAS_Adult","1","Low"
"175","F37B_LOB","F37B","SAS","Juvenile","Velocity","summer","LOB","Low","SAS_Juvenile","1","Low"
"176","F37B_LOB","F37B","SAS","Juvenile","Depth","critical","LOB","Low","SAS_Juvenile","1","Low"
"177","F37B_LOB","F37B","Willow","Seedling","Depth","critical","LOB","High","Willow_Seedling","3","Low"
"178","F37B_LOB","F37B","Willow","Seedling","Shear","critical","LOB","Low","Willow_Seedling","1","Low"
"179","F37B_LOB","F37B","Willow","Adult","StreamPower","Annual","LOB","High","Willow_Adult","3","High"
"180","F37B_LOB","F37B","Typha","Adult","Velocity","Annual","LOB","Low","Typha_Adult","1","Low"
"181","F37B_LOB","F37B","Typha","Adult","Depth","Annual","LOB","Low","Typha_Adult","1","Low"
"182","F37B_LOB","F37B","Steelhead","Smolts","Depth","critical","LOB","Low","Steelhead_Smolts","1","Low"
"183","F37B_LOB","F37B","Steelhead","Migration_Prolonged","Velocity","critical","LOB","Low","Steelhead_Migration_Prolonged","1","Low"
"184","F37B_LOB","F37B","Steelhead","Migration_Prolonged","Depth","critical","LOB","Low","Steelhead_Migration_Prolonged","1","Low"
"185","F37B_LOB","F37B","Willow","Germination","Depth","critical","LOB","Low","Willow_Germination","1","Low"
"186","F37B_LOB","F37B","Typha","Seedling","Depth","critical","LOB","Low","Typha_Seedling","1","Low"
"187","F37B_MC","F37B","Steelhead","Migration_Prolonged","Velocity","critical","MC","Low","Steelhead_Migration_Prolonged","1","Low"
"188","F37B_MC","F37B","Steelhead","Migration_Prolonged","Depth","critical","MC","Low","Steelhead_Migration_Prolonged","1","Low"
"189","F37B_MC","F37B","Steelhead","Migration","Depth","critical","MC","Low","Steelhead_Migration","1","Low"
"190","F37B_MC","F37B","Steelhead","Migration","Velocity","critical","MC","Low","Steelhead_Migration","1","Low"
"191","F37B_MC","F37B","SAS","Juvenile","Velocity","summer","MC","Low","SAS_Juvenile","1","Low"
"192","F37B_MC","F37B","SAS","Juvenile","Depth","critical","MC","Low","SAS_Juvenile","1","Low"
"193","F37B_MC","F37B","Willow","Seedling","Depth","critical","MC","High","Willow_Seedling","3","Low"
"194","F37B_MC","F37B","Willow","Seedling","Shear","critical","MC","Low","Willow_Seedling","1","Low"
"195","F37B_MC","F37B","Cladophora","Adult","Shear Stress","critical","MC","High","Cladophora_Adult","3","Low"
"196","F37B_MC","F37B","Cladophora","Adult","Velocity","critical","MC","Low","Cladophora_Adult","1","Low"
"197","F37B_MC","F37B","SAS","Adult","Depth","Annual","MC","Low","SAS_Adult","1","Low"
"198","F37B_MC","F37B","SAS","Adult","Velocity","Annual","MC","Low","SAS_Adult","1","Low"
"199","F37B_MC","F37B","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"200","F37B_MC","F37B","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"201","F37B_MC","F37B","Typha","Adult","Velocity","Annual","MC","Low","Typha_Adult","1","Low"
"202","F37B_MC","F37B","Typha","Adult","Depth","Annual","MC","Low","Typha_Adult","1","Low"
"203","F37B_MC","F37B","Steelhead","Smolts","Depth","critical","MC","Low","Steelhead_Smolts","1","Low"
"204","F37B_MC","F37B","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"205","F37B_MC","F37B","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"206","F37B_MC","F37B","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"207","F37B_ROB","F37B","Willow","Seedling","Shear","critical","ROB","Low","Willow_Seedling","1","Low"
"208","F37B_ROB","F37B","Willow","Seedling","Depth","critical","ROB","High","Willow_Seedling","3","Low"
"209","F37B_ROB","F37B","SAS","Fry","Velocity","critical","ROB","Partial","SAS_Fry","2","Low"
"210","F37B_ROB","F37B","SAS","Fry","Depth","critical","ROB","Low","SAS_Fry","1","Low"
"211","F37B_ROB","F37B","SAS","Adult","Depth","Annual","ROB","Partial","SAS_Adult","2","Low"
"212","F37B_ROB","F37B","SAS","Adult","Velocity","Annual","ROB","Low","SAS_Adult","1","Low"
"213","F37B_ROB","F37B","Typha","Adult","Velocity","Annual","ROB","Partial","Typha_Adult","2","Partial"
"214","F37B_ROB","F37B","Typha","Adult","Depth","Annual","ROB","Partial","Typha_Adult","2","Partial"
"215","F37B_ROB","F37B","SAS","Juvenile","Velocity","summer","ROB","Low","SAS_Juvenile","1","Low"
"216","F37B_ROB","F37B","SAS","Juvenile","Depth","critical","ROB","Low","SAS_Juvenile","1","Low"
"217","F37B_ROB","F37B","Steelhead","Migration","Velocity","critical","ROB","Partial","Steelhead_Migration","2","Low"
"218","F37B_ROB","F37B","Steelhead","Migration","Depth","critical","ROB","Low","Steelhead_Migration","1","Low"
"219","F37B_ROB","F37B","Willow","Germination","Depth","critical","ROB","Low","Willow_Germination","1","Low"
"220","F37B_ROB","F37B","Steelhead","Migration_Prolonged","Depth","critical","ROB","Low","Steelhead_Migration_Prolonged","1","Low"
"221","F37B_ROB","F37B","Steelhead","Migration_Prolonged","Velocity","critical","ROB","Partial","Steelhead_Migration_Prolonged","2","Low"
"222","F37B_ROB","F37B","Cladophora","Adult","Shear Stress","critical","ROB","High","Cladophora_Adult","3","Low"
"223","F37B_ROB","F37B","Cladophora","Adult","Velocity","critical","ROB","Low","Cladophora_Adult","1","Low"
"224","F37B_ROB","F37B","Steelhead","Smolts","Depth","critical","ROB","Partial","Steelhead_Smolts","2","Partial"
"225","F37B_ROB","F37B","Typha","Seedling","Depth","critical","ROB","Low","Typha_Seedling","1","Low"
"226","F37B_ROB","F37B","Willow","Adult","StreamPower","Annual","ROB","High","Willow_Adult","3","High"
"227","F37BHigh_MC","F37BHigh","SAS","Fry","Depth","critical","MC","Low","SAS_Fry","1","Low"
"228","F37BHigh_MC","F37BHigh","SAS","Fry","Velocity","critical","MC","Low","SAS_Fry","1","Low"
"229","F37BHigh_MC","F37BHigh","Steelhead","Migration","Depth","critical","MC","Low","Steelhead_Migration","1","Low"
"230","F37BHigh_MC","F37BHigh","Steelhead","Migration","Velocity","critical","MC","Partial","Steelhead_Migration","2","Low"
"231","F37BHigh_MC","F37BHigh","Willow","Germination","Depth","critical","MC","Low","Willow_Germination","1","Low"
"232","F37BHigh_MC","F37BHigh","Willow","Seedling","Shear","critical","MC","High","Willow_Seedling","3","High"
"233","F37BHigh_MC","F37BHigh","Willow","Seedling","Depth","critical","MC","High","Willow_Seedling","3","High"
"234","F37BHigh_MC","F37BHigh","SAS","Adult","Depth","Annual","MC","Partial","SAS_Adult","2","Low"
"235","F37BHigh_MC","F37BHigh","SAS","Adult","Velocity","Annual","MC","Low","SAS_Adult","1","Low"
"236","F37BHigh_MC","F37BHigh","Steelhead","Migration_Prolonged","Velocity","critical","MC","Partial","Steelhead_Migration_Prolonged","2","Low"
"237","F37BHigh_MC","F37BHigh","Steelhead","Migration_Prolonged","Depth","critical","MC","Low","Steelhead_Migration_Prolonged","1","Low"
"238","F37BHigh_MC","F37BHigh","Steelhead","Smolts","Depth","critical","MC","Low","Steelhead_Smolts","1","Low"
"239","F37BHigh_MC","F37BHigh","SAS","Juvenile","Depth","critical","MC","Low","SAS_Juvenile","1","Low"
"240","F37BHigh_MC","F37BHigh","SAS","Juvenile","Velocity","summer","MC","Low","SAS_Juvenile","1","Low"
"241","F37BHigh_MC","F37BHigh","Cladophora","Adult","Velocity","critical","MC","Low","Cladophora_Adult","1","Low"
"242","F37BHigh_MC","F37BHigh","Cladophora","Adult","Shear Stress","critical","MC","High","Cladophora_Adult","3","Low"
"243","F37BHigh_MC","F37BHigh","Cladophora","Adult","Depth","critical","MC","Partial","Cladophora_Adult","2","Low"
"244","F37BHigh_MC","F37BHigh","Typha","Adult","Velocity","Annual","MC","Partial","Typha_Adult","2","Partial"
"245","F37BHigh_MC","F37BHigh","Typha","Adult","Depth","Annual","MC","Partial","Typha_Adult","2","Partial"
"246","F37BHigh_MC","F37BHigh","Typha","Seedling","Depth","critical","MC","Low","Typha_Seedling","1","Low"
"247","F37BHigh_MC","F37BHigh","Willow","Adult","StreamPower","Annual","MC","High","Willow_Adult","3","High"
"248","F37BLow_LOB","F37BLow","Typha","Adult","Velocity","Annual","LOB","Low","Typha_Adult","1","Low"
"249","F37BLow_LOB","F37BLow","Typha","Adult","Depth","Annual","LOB","Low","Typha_Adult","1","Low"
"250","F37BLow_LOB","F37BLow","Cladophora","Adult","Shear Stress","critical","LOB","High","Cladophora_Adult","3","Low"
"251","F37BLow_LOB","F37BLow","Cladophora","Adult","Velocity","critical","LOB","Low","Cladophora_Adult","1","Low"
"252","F37BLow_LOB","F37BLow","Cladophora","Adult","Depth","critical","LOB","Low","Cladophora_Adult","1","Low"
"253","F37BLow_LOB","F37BLow","Willow","Seedling","Shear","critical","LOB","Low","Willow_Seedling","1","Low"
"254","F37BLow_LOB","F37BLow","Willow","Seedling","Depth","critical","LOB","High","Willow_Seedling","3","Low"
"255","F37BLow_LOB","F37BLow","Steelhead","Migration","Depth","critical","LOB","Low","Steelhead_Migration","1","Low"
"256","F37BLow_LOB","F37BLow","Steelhead","Migration","Velocity","critical","LOB","Low","Steelhead_Migration","1","Low"
