"","season","position","water_year","Probability_Threshold","value"
"1","non_critical","MC",2010,"Low",100
"2","critical","MC",2010,"Low",100
"3","non_critical","MC",2011,"Low",100
"4","critical","MC",2011,"Low",100
"5","non_critical","MC",2012,"Low",100
"6","critical","MC",2012,"Low",100
"7","non_critical","MC",2013,"Low",100
"8","critical","MC",2013,"Low",100
"9","non_critical","MC",2014,"Low",100
"10","critical","MC",2014,"Low",100
"11","non_critical","MC",2015,"Low",100
"12","critical","MC",2015,"Low",100
"13","non_critical","MC",2016,"Low",100
"14","critical","MC",2016,"Low",100
"15","non_critical","LOB",2010,"Low",100
"16","critical","LOB",2010,"Low",100
"17","non_critical","LOB",2011,"Low",100
"18","critical","LOB",2011,"Low",100
"19","non_critical","LOB",2012,"Low",100
"20","critical","LOB",2012,"Low",100
"21","non_critical","LOB",2013,"Low",100
"22","critical","LOB",2013,"Low",100
"23","non_critical","LOB",2014,"Low",100
"24","critical","LOB",2014,"Low",100
"25","non_critical","LOB",2015,"Low",100
"26","critical","LOB",2015,"Low",100
"27","non_critical","LOB",2016,"Low",100
"28","critical","LOB",2016,"Low",100
"29","non_critical","ROB",2010,"Low",100
"30","critical","ROB",2010,"Low",100
"31","non_critical","ROB",2011,"Low",100
"32","critical","ROB",2011,"Low",100
"33","non_critical","ROB",2012,"Low",100
"34","critical","ROB",2012,"Low",100
"35","non_critical","ROB",2013,"Low",100
"36","critical","ROB",2013,"Low",100
"37","non_critical","ROB",2014,"Low",100
"38","critical","ROB",2014,"Low",100
"39","non_critical","ROB",2015,"Low",100
"40","critical","ROB",2015,"Low",100
"41","non_critical","ROB",2016,"Low",100
"42","critical","ROB",2016,"Low",100
"43","non_critical","MC",2010,"Medium",7.4217857958438
"44","critical","MC",2010,"Medium",7.4217857958438
"45","non_critical","MC",2011,"Medium",3.06238615664845
"46","critical","MC",2011,"Medium",3.06238615664845
"47","non_critical","MC",2012,"Medium",3.85844748858448
"48","critical","MC",2012,"Medium",3.85844748858448
"49","non_critical","MC",2013,"Medium",1.16438356164384
"50","critical","MC",2013,"Medium",1.16438356164384
"51","non_critical","MC",2014,"Medium",2.11187214611872
"52","critical","MC",2014,"Medium",2.11187214611872
"53","non_critical","MC",2015,"Medium",1.71903460837887
"54","critical","MC",2015,"Medium",1.71903460837887
"55","non_critical","MC",2016,"Medium",13.9954337899543
"56","critical","MC",2016,"Medium",13.9954337899543
"57","non_critical","LOB",2010,"Medium",0.102763187942453
"58","critical","LOB",2010,"Medium",0.102763187942453
"59","non_critical","LOB",2011,"Medium",0.0227686703096539
"60","critical","LOB",2011,"Medium",0.0227686703096539
"61","non_critical","LOB",2012,"Medium",0
"62","critical","LOB",2012,"Medium",0
"63","non_critical","LOB",2013,"Medium",0.0570776255707763
"64","critical","LOB",2013,"Medium",0.0570776255707763
"65","non_critical","LOB",2014,"Medium",0.0342465753424658
"66","critical","LOB",2014,"Medium",0.0342465753424658
"67","non_critical","LOB",2015,"Medium",0.0341530054644809
"68","critical","LOB",2015,"Medium",0.0341530054644809
"69","non_critical","LOB",2016,"Medium",0.091324200913242
"70","critical","LOB",2016,"Medium",0.091324200913242
"71","non_critical","ROB",2010,"Medium",0.0114181319936058
"72","critical","ROB",2010,"Medium",0.0114181319936058
"73","non_critical","ROB",2011,"Medium",0.011384335154827
"74","critical","ROB",2011,"Medium",0.011384335154827
"75","non_critical","ROB",2012,"Medium",0
"76","critical","ROB",2012,"Medium",0
"77","non_critical","ROB",2013,"Medium",0
"78","critical","ROB",2013,"Medium",0
"79","non_critical","ROB",2014,"Medium",0
"80","critical","ROB",2014,"Medium",0
"81","non_critical","ROB",2015,"Medium",0
"82","critical","ROB",2015,"Medium",0
"83","non_critical","ROB",2016,"Medium",0.0228310502283105
"84","critical","ROB",2016,"Medium",0.0228310502283105
"85","non_critical","MC",2010,"High",2.02100936286823
"86","critical","MC",2010,"High",2.02100936286823
"87","non_critical","MC",2011,"High",1.10428051001821
"88","critical","MC",2011,"High",1.10428051001821
"89","non_critical","MC",2012,"High",1.94063926940639
"90","critical","MC",2012,"High",1.94063926940639
"91","non_critical","MC",2013,"High",0.559360730593607
"92","critical","MC",2013,"High",0.559360730593607
"93","non_critical","MC",2014,"High",0.981735159817352
"94","critical","MC",2014,"High",0.981735159817352
"95","non_critical","MC",2015,"High",0.922131147540984
"96","critical","MC",2015,"High",0.922131147540984
"97","non_critical","MC",2016,"High",2.47716894977169
"98","critical","MC",2016,"High",2.47716894977169
"99","non_critical","LOB",2010,"High",0.0570906599680292
"100","critical","LOB",2010,"High",0.0570906599680292
"101","non_critical","LOB",2011,"High",0
"102","critical","LOB",2011,"High",0
"103","non_critical","LOB",2012,"High",0
"104","critical","LOB",2012,"High",0
"105","non_critical","LOB",2013,"High",0.045662100456621
"106","critical","LOB",2013,"High",0.045662100456621
"107","non_critical","LOB",2014,"High",0.0114155251141553
"108","critical","LOB",2014,"High",0.0114155251141553
"109","non_critical","LOB",2015,"High",0.0227686703096539
"110","critical","LOB",2015,"High",0.0227686703096539
"111","non_critical","LOB",2016,"High",0.0570776255707763
"112","critical","LOB",2016,"High",0.0570776255707763
"113","non_critical","ROB",2010,"High",0.0114181319936058
"114","critical","ROB",2010,"High",0.0114181319936058
"115","non_critical","ROB",2011,"High",0
"116","critical","ROB",2011,"High",0
"117","non_critical","ROB",2012,"High",0
"118","critical","ROB",2012,"High",0
"119","non_critical","ROB",2013,"High",0
"120","critical","ROB",2013,"High",0
"121","non_critical","ROB",2014,"High",0
"122","critical","ROB",2014,"High",0
"123","non_critical","ROB",2015,"High",0
"124","critical","ROB",2015,"High",0
"125","non_critical","ROB",2016,"High",0
"126","critical","ROB",2016,"High",0
"127","non_critical","MC",2010,"Low.Seasonal",100
"128","critical","MC",2010,"Low.Seasonal",100
"129","non_critical","MC",2011,"Low.Seasonal",100
"130","critical","MC",2011,"Low.Seasonal",100
"131","non_critical","MC",2012,"Low.Seasonal",100
"132","critical","MC",2012,"Low.Seasonal",100
"133","non_critical","MC",2013,"Low.Seasonal",100
"134","critical","MC",2013,"Low.Seasonal",100
"135","non_critical","MC",2014,"Low.Seasonal",100
"136","critical","MC",2014,"Low.Seasonal",100
"137","non_critical","MC",2015,"Low.Seasonal",100
"138","critical","MC",2015,"Low.Seasonal",100
"139","non_critical","MC",2016,"Low.Seasonal",100
"140","critical","MC",2016,"Low.Seasonal",100
"141","non_critical","LOB",2010,"Low.Seasonal",100
"142","critical","LOB",2010,"Low.Seasonal",100
"143","non_critical","LOB",2011,"Low.Seasonal",100
"144","critical","LOB",2011,"Low.Seasonal",100
"145","non_critical","LOB",2012,"Low.Seasonal",100
"146","critical","LOB",2012,"Low.Seasonal",100
"147","non_critical","LOB",2013,"Low.Seasonal",100
"148","critical","LOB",2013,"Low.Seasonal",100
"149","non_critical","LOB",2014,"Low.Seasonal",100
"150","critical","LOB",2014,"Low.Seasonal",100
"151","non_critical","LOB",2015,"Low.Seasonal",100
"152","critical","LOB",2015,"Low.Seasonal",100
"153","non_critical","LOB",2016,"Low.Seasonal",100
"154","critical","LOB",2016,"Low.Seasonal",100
"155","non_critical","ROB",2010,"Low.Seasonal",100
"156","critical","ROB",2010,"Low.Seasonal",100
"157","non_critical","ROB",2011,"Low.Seasonal",100
"158","critical","ROB",2011,"Low.Seasonal",100
"159","non_critical","ROB",2012,"Low.Seasonal",100
"160","critical","ROB",2012,"Low.Seasonal",100
"161","non_critical","ROB",2013,"Low.Seasonal",100
"162","critical","ROB",2013,"Low.Seasonal",100
"163","non_critical","ROB",2014,"Low.Seasonal",100
"164","critical","ROB",2014,"Low.Seasonal",100
"165","non_critical","ROB",2015,"Low.Seasonal",100
"166","critical","ROB",2015,"Low.Seasonal",100
"167","non_critical","ROB",2016,"Low.Seasonal",100
"168","critical","ROB",2016,"Low.Seasonal",100
"169","non_critical","MC",2010,"Medium.Seasonal",11.1285882815572
"170","critical","MC",2010,"Medium.Seasonal",2.28758169934641
"171","non_critical","MC",2011,"Medium.Seasonal",2.30829420970266
"172","critical","MC",2011,"Medium.Seasonal",4.11220043572985
"173","non_critical","MC",2012,"Medium.Seasonal",6.17138364779874
"174","critical","MC",2012,"Medium.Seasonal",0.65359477124183
"175","non_critical","MC",2013,"Medium.Seasonal",1.33647798742138
"176","critical","MC",2013,"Medium.Seasonal",0.925925925925926
"177","non_critical","MC",2014,"Medium.Seasonal",2.59433962264151
"178","critical","MC",2014,"Medium.Seasonal",1.44335511982571
"179","non_critical","MC",2015,"Medium.Seasonal",1.76056338028169
"180","critical","MC",2015,"Medium.Seasonal",1.66122004357298
"181","non_critical","MC",2016,"Medium.Seasonal",13.6792452830189
"182","critical","MC",2016,"Medium.Seasonal",14.4335511982571
"183","non_critical","LOB",2010,"Medium.Seasonal",0.0393236335037357
"184","critical","LOB",2010,"Medium.Seasonal",0.190631808278867
"185","non_critical","LOB",2011,"Medium.Seasonal",0.0195618153364632
"186","critical","LOB",2011,"Medium.Seasonal",0.0272331154684096
"187","non_critical","LOB",2012,"Medium.Seasonal",0
"188","critical","LOB",2012,"Medium.Seasonal",0
"189","non_critical","LOB",2013,"Medium.Seasonal",0.0982704402515723
"190","critical","LOB",2013,"Medium.Seasonal",0
"191","non_critical","LOB",2014,"Medium.Seasonal",0.0589622641509434
"192","critical","LOB",2014,"Medium.Seasonal",0
"193","non_critical","LOB",2015,"Medium.Seasonal",0.0391236306729265
"194","critical","LOB",2015,"Medium.Seasonal",0.0272331154684096
"195","non_critical","LOB",2016,"Medium.Seasonal",0.157232704402516
"196","critical","LOB",2016,"Medium.Seasonal",0
