"","season","position","water_year","Probability_Threshold","value"
"1","non_critical","MC",2010,"Low",100
"2","critical","MC",2010,"Low",100
"3","non_critical","MC",2011,"Low",100
"4","critical","MC",2011,"Low",100
"5","non_critical","MC",2012,"Low",100
"6","critical","MC",2012,"Low",100
"7","non_critical","MC",2013,"Low",100
"8","critical","MC",2013,"Low",100
"9","non_critical","MC",2014,"Low",100
"10","critical","MC",2014,"Low",100
"11","non_critical","MC",2015,"Low",100
"12","critical","MC",2015,"Low",100
"13","non_critical","MC",2016,"Low",100
"14","critical","MC",2016,"Low",100
"15","non_critical","LOB",2010,"Low",100
"16","critical","LOB",2010,"Low",100
"17","non_critical","LOB",2011,"Low",100
"18","critical","LOB",2011,"Low",100
"19","non_critical","LOB",2012,"Low",100
"20","critical","LOB",2012,"Low",100
"21","non_critical","LOB",2013,"Low",100
"22","critical","LOB",2013,"Low",100
"23","non_critical","LOB",2014,"Low",100
"24","critical","LOB",2014,"Low",100
"25","non_critical","LOB",2015,"Low",100
"26","critical","LOB",2015,"Low",100
"27","non_critical","LOB",2016,"Low",100
"28","critical","LOB",2016,"Low",100
"29","non_critical","ROB",2010,"Low",100
"30","critical","ROB",2010,"Low",100
"31","non_critical","ROB",2011,"Low",100
"32","critical","ROB",2011,"Low",100
"33","non_critical","ROB",2012,"Low",100
"34","critical","ROB",2012,"Low",100
"35","non_critical","ROB",2013,"Low",100
"36","critical","ROB",2013,"Low",100
"37","non_critical","ROB",2014,"Low",100
"38","critical","ROB",2014,"Low",100
"39","non_critical","ROB",2015,"Low",100
"40","critical","ROB",2015,"Low",100
"41","non_critical","ROB",2016,"Low",100
"42","critical","ROB",2016,"Low",100
"43","non_critical","MC",2010,"Medium",9.85272291357461
"44","critical","MC",2010,"Medium",9.85272291357461
"45","non_critical","MC",2011,"Medium",1.69626593806922
"46","critical","MC",2011,"Medium",1.69626593806922
"47","non_critical","MC",2012,"Medium",3.21917808219178
"48","critical","MC",2012,"Medium",3.21917808219178
"49","non_critical","MC",2013,"Medium",0.958904109589041
"50","critical","MC",2013,"Medium",0.958904109589041
"51","non_critical","MC",2014,"Medium",1.82648401826484
"52","critical","MC",2014,"Medium",1.82648401826484
"53","non_critical","MC",2015,"Medium",1.74180327868852
"54","critical","MC",2015,"Medium",1.74180327868852
"55","non_critical","MC",2016,"Medium",3.5958904109589
"56","critical","MC",2016,"Medium",3.5958904109589
"57","non_critical","LOB",2010,"Medium",10.2751455645622
"58","critical","LOB",2010,"Medium",10.2751455645622
"59","non_critical","LOB",2011,"Medium",1.78734061930783
"60","critical","LOB",2011,"Medium",1.78734061930783
"61","non_critical","LOB",2012,"Medium",3.3675799086758
"62","critical","LOB",2012,"Medium",3.3675799086758
"63","non_critical","LOB",2013,"Medium",1.01598173515982
"64","critical","LOB",2013,"Medium",1.01598173515982
"65","non_critical","LOB",2014,"Medium",1.94063926940639
"66","critical","LOB",2014,"Medium",1.94063926940639
"67","non_critical","LOB",2015,"Medium",1.79872495446266
"68","critical","LOB",2015,"Medium",1.79872495446266
"69","non_critical","LOB",2016,"Medium",3.73287671232877
"70","critical","LOB",2016,"Medium",3.73287671232877
"71","non_critical","ROB",2010,"Medium",1.70110743235529
"72","critical","ROB",2010,"Medium",1.70110743235529
"73","non_critical","ROB",2011,"Medium",0.512295081967213
"74","critical","ROB",2011,"Medium",0.512295081967213
"75","non_critical","ROB",2012,"Medium",0.639269406392694
"76","critical","ROB",2012,"Medium",0.639269406392694
"77","non_critical","ROB",2013,"Medium",0.182648401826484
"78","critical","ROB",2013,"Medium",0.182648401826484
"79","non_critical","ROB",2014,"Medium",0.593607305936073
"80","critical","ROB",2014,"Medium",0.593607305936073
"81","non_critical","ROB",2015,"Medium",0.341530054644809
"82","critical","ROB",2015,"Medium",0.341530054644809
"83","non_critical","ROB",2016,"Medium",1.18721461187215
"84","critical","ROB",2016,"Medium",1.18721461187215
"85","non_critical","MC",2010,"High",5.91391711382578
"86","critical","MC",2010,"High",5.91391711382578
"87","non_critical","MC",2011,"High",0.876593806921676
"88","critical","MC",2011,"High",0.876593806921676
"89","non_critical","MC",2012,"High",1.43835616438356
"90","critical","MC",2012,"High",1.43835616438356
"91","non_critical","MC",2013,"High",0.479452054794521
"92","critical","MC",2013,"High",0.479452054794521
"93","non_critical","MC",2014,"High",0.947488584474886
"94","critical","MC",2014,"High",0.947488584474886
"95","non_critical","MC",2015,"High",1.00182149362477
"96","critical","MC",2015,"High",1.00182149362477
"97","non_critical","MC",2016,"High",1.9634703196347
"98","critical","MC",2016,"High",1.9634703196347
"99","non_critical","LOB",2010,"High",6.02808539787647
"100","critical","LOB",2010,"High",6.02808539787647
"101","non_critical","LOB",2011,"High",0.922131147540984
"102","critical","LOB",2011,"High",0.922131147540984
"103","non_critical","LOB",2012,"High",1.48401826484018
"104","critical","LOB",2012,"High",1.48401826484018
"105","non_critical","LOB",2013,"High",0.513698630136986
"106","critical","LOB",2013,"High",0.513698630136986
"107","non_critical","LOB",2014,"High",0.981735159817352
"108","critical","LOB",2014,"High",0.981735159817352
"109","non_critical","LOB",2015,"High",1.03597449908925
"110","critical","LOB",2015,"High",1.03597449908925
"111","non_critical","LOB",2016,"High",2.05479452054794
"112","critical","LOB",2016,"High",2.05479452054794
"113","non_critical","ROB",2010,"High",1.07318187007649
"114","critical","ROB",2010,"High",1.07318187007649
"115","non_critical","ROB",2011,"High",0.364298724954463
"116","critical","ROB",2011,"High",0.364298724954463
"117","non_critical","ROB",2012,"High",0.308219178082192
"118","critical","ROB",2012,"High",0.308219178082192
"119","non_critical","ROB",2013,"High",0.114155251141553
"120","critical","ROB",2013,"High",0.114155251141553
"121","non_critical","ROB",2014,"High",0.342465753424658
"122","critical","ROB",2014,"High",0.342465753424658
"123","non_critical","ROB",2015,"High",0.227686703096539
"124","critical","ROB",2015,"High",0.227686703096539
"125","non_critical","ROB",2016,"High",0.605022831050228
"126","critical","ROB",2016,"High",0.605022831050228
"127","non_critical","MC",2010,"Low.Seasonal",100
"128","critical","MC",2010,"Low.Seasonal",100
"129","non_critical","MC",2011,"Low.Seasonal",100
"130","critical","MC",2011,"Low.Seasonal",100
"131","non_critical","MC",2012,"Low.Seasonal",100
"132","critical","MC",2012,"Low.Seasonal",100
"133","non_critical","MC",2013,"Low.Seasonal",100
"134","critical","MC",2013,"Low.Seasonal",100
"135","non_critical","MC",2014,"Low.Seasonal",100
"136","critical","MC",2014,"Low.Seasonal",100
"137","non_critical","MC",2015,"Low.Seasonal",100
"138","critical","MC",2015,"Low.Seasonal",100
"139","non_critical","MC",2016,"Low.Seasonal",100
"140","critical","MC",2016,"Low.Seasonal",100
"141","non_critical","LOB",2010,"Low.Seasonal",100
"142","critical","LOB",2010,"Low.Seasonal",100
"143","non_critical","LOB",2011,"Low.Seasonal",100
"144","critical","LOB",2011,"Low.Seasonal",100
"145","non_critical","LOB",2012,"Low.Seasonal",100
"146","critical","LOB",2012,"Low.Seasonal",100
"147","non_critical","LOB",2013,"Low.Seasonal",100
"148","critical","LOB",2013,"Low.Seasonal",100
"149","non_critical","LOB",2014,"Low.Seasonal",100
"150","critical","LOB",2014,"Low.Seasonal",100
"151","non_critical","LOB",2015,"Low.Seasonal",100
"152","critical","LOB",2015,"Low.Seasonal",100
"153","non_critical","LOB",2016,"Low.Seasonal",100
"154","critical","LOB",2016,"Low.Seasonal",100
"155","non_critical","ROB",2010,"Low.Seasonal",100
"156","critical","ROB",2010,"Low.Seasonal",100
"157","non_critical","ROB",2011,"Low.Seasonal",100
"158","critical","ROB",2011,"Low.Seasonal",100
"159","non_critical","ROB",2012,"Low.Seasonal",100
"160","critical","ROB",2012,"Low.Seasonal",100
"161","non_critical","ROB",2013,"Low.Seasonal",100
"162","critical","ROB",2013,"Low.Seasonal",100
"163","non_critical","ROB",2014,"Low.Seasonal",100
"164","critical","ROB",2014,"Low.Seasonal",100
"165","non_critical","ROB",2015,"Low.Seasonal",100
"166","critical","ROB",2015,"Low.Seasonal",100
"167","non_critical","ROB",2016,"Low.Seasonal",100
"168","critical","ROB",2016,"Low.Seasonal",100
"169","non_critical","MC",2010,"Medium.Seasonal",7.80420680165127
"170","critical","MC",2010,"Medium.Seasonal",12.6906318082789
"171","non_critical","MC",2011,"Medium.Seasonal",1.64319248826291
"172","critical","MC",2011,"Medium.Seasonal",1.77015250544662
"173","non_critical","MC",2012,"Medium.Seasonal",4.95283018867925
"174","critical","MC",2012,"Medium.Seasonal",0.816993464052288
"175","non_critical","MC",2013,"Medium.Seasonal",1.12028301886792
"176","critical","MC",2013,"Medium.Seasonal",0.735294117647059
"177","non_critical","MC",2014,"Medium.Seasonal",2.29952830188679
"178","critical","MC",2014,"Medium.Seasonal",1.17102396514161
"179","non_critical","MC",2015,"Medium.Seasonal",1.81924882629108
"180","critical","MC",2015,"Medium.Seasonal",1.63398692810458
"181","non_critical","MC",2016,"Medium.Seasonal",5.48349056603774
"182","critical","MC",2016,"Medium.Seasonal",0.980392156862745
"183","non_critical","LOB",2010,"Medium.Seasonal",8.33497149597012
"184","critical","LOB",2010,"Medium.Seasonal",12.962962962963
"185","non_critical","LOB",2011,"Medium.Seasonal",1.76056338028169
"186","critical","LOB",2011,"Medium.Seasonal",1.82461873638344
"187","non_critical","LOB",2012,"Medium.Seasonal",5.1690251572327
"188","critical","LOB",2012,"Medium.Seasonal",0.871459694989107
"189","non_critical","LOB",2013,"Medium.Seasonal",1.17924528301887
"190","critical","LOB",2013,"Medium.Seasonal",0.789760348583878
"191","non_critical","LOB",2014,"Medium.Seasonal",2.41745283018868
"192","critical","LOB",2014,"Medium.Seasonal",1.27995642701525
